,Impute_Mode__SatisfactionScore,Impute_Median__DaysSinceLastLogin,Impute_Median__TotalSpend,Ordinal__InternetPlan,OneHot__HasFamilyPlan_Yes,OneHot__AutoPayment_Yes,OneHot__ContractType_OneYear,OneHot__ContractType_TwoYear,remainder__TenureMonths,remainder__SupportCalls,remainder__AvgWatchHours,remainder__PaymentDelayDays,remainder__NumberOfDevices,Churn
479,3.0,36.76,54184.73,0.0,0.0,0.0,0.0,0.0,15.0,4.0,11.13,8.86,4.0,0
480,2.0,3.52,150698.93,0.0,1.0,1.0,0.0,0.0,54.0,1.0,4.92,1.66,1.0,0
481,5.0,3.84,44471.5,1.0,0.0,0.0,0.0,0.0,26.0,4.0,10.56,2.4,2.0,0
482,3.0,1.95,67230.15,1.0,1.0,1.0,0.0,1.0,36.0,4.0,17.82,7.02,5.0,0
483,7.0,11.54,11276.34,0.0,0.0,1.0,0.0,0.0,6.0,3.0,2.14,3.57,2.0,0
484,10.0,0.12,73814.19,2.0,1.0,1.0,0.0,0.0,26.0,2.0,7.11,3.84,3.0,0
485,8.0,1.49,90083.21,0.0,1.0,0.0,1.0,0.0,35.0,3.0,14.38,1.67,5.0,0
486,7.0,0.2,40472.99,0.0,0.0,1.0,0.0,0.0,10.0,3.0,13.63,1.01,1.0,0
487,7.0,6.63,37713.18,1.0,0.0,1.0,0.0,1.0,30.0,4.0,9.11,1.04,2.0,0
488,5.0,16.33,98827.71,0.0,0.0,1.0,1.0,0.0,29.0,1.0,10.92,8.69,3.0,0
489,6.0,3.62,41235.78,2.0,0.0,0.0,0.0,0.0,28.0,5.0,13.66,0.05,1.0,0
490,2.0,0.31,38258.47,1.0,1.0,1.0,0.0,1.0,35.0,4.0,18.3,3.64,5.0,0
491,5.0,0.21,103061.5,1.0,0.0,1.0,0.0,1.0,56.0,1.0,9.21,0.32,2.0,0
492,7.0,7.68,23421.92,1.0,0.0,1.0,0.0,1.0,22.0,2.0,16.83,3.29,4.0,0
493,5.0,13.49,52015.81,0.0,0.0,1.0,1.0,0.0,30.0,2.0,12.46,2.18,3.0,0
494,7.0,5.65,151522.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,15.05,4.91,1.0,0
495,9.0,0.94,16653.55,1.0,1.0,1.0,1.0,0.0,16.0,3.0,17.2,6.53,1.0,0
496,2.0,4.25,72188.69,0.0,0.0,1.0,0.0,1.0,33.0,2.0,10.73,5.64,4.0,0
497,7.0,3.14,32646.6,1.0,0.0,0.0,0.0,0.0,18.0,4.0,10.5,1.23,2.0,0
498,9.0,3.67,159100.51,1.0,0.0,1.0,0.0,1.0,51.0,4.0,12.81,7.98,1.0,0
499,7.0,2.57,81631.26,1.0,1.0,1.0,0.0,0.0,23.0,5.0,6.24,4.28,5.0,0
500,10.0,0.58,57826.81,0.0,1.0,0.0,0.0,0.0,59.0,4.0,16.63,7.13,1.0,0
501,8.0,4.82,70216.73,0.0,1.0,1.0,0.0,0.0,28.0,5.0,7.29,1.94,5.0,0
502,1.0,9.74,58610.29,0.0,0.0,0.0,0.0,0.0,33.0,6.0,9.2,3.99,5.0,0
503,5.0,9.08,43320.46,0.0,1.0,1.0,0.0,0.0,22.0,2.0,9.8,1.71,5.0,0
504,9.0,0.52,25993.14,1.0,0.0,1.0,0.0,0.0,14.0,2.0,5.73,3.1,2.0,0
505,10.0,1.08,43399.63,1.0,0.0,1.0,0.0,0.0,15.0,1.0,17.68,0.57,1.0,0
506,10.0,7.4,50054.22,1.0,0.0,1.0,0.0,0.0,45.0,4.0,1.0,3.91,4.0,0
507,10.0,17.28,123552.25,0.0,0.0,1.0,1.0,0.0,48.0,1.0,19.64,1.62,1.0,0
508,3.0,7.2,22032.11,2.0,0.0,0.0,0.0,0.0,23.0,4.0,4.71,3.07,2.0,0
509,3.0,11.94,45996.08,0.0,1.0,0.0,0.0,0.0,35.0,0.0,12.98,0.36,2.0,0
510,4.0,11.23,42817.67,1.0,1.0,1.0,0.0,0.0,29.0,3.0,5.66,1.33,4.0,0
511,7.0,1.93,11944.89,1.0,0.0,1.0,1.0,0.0,37.0,4.0,10.02,5.5,3.0,0
512,1.0,8.32,60474.91,0.0,0.0,1.0,0.0,0.0,47.0,0.0,17.61,5.62,2.0,0
513,3.0,12.65,153848.42,0.0,0.0,0.0,0.0,0.0,40.0,2.0,9.72,1.89,2.0,0
514,7.0,2.57,113764.11,2.0,1.0,1.0,0.0,0.0,57.0,1.0,12.96,1.02,1.0,0
515,3.0,1.74,72335.21,1.0,1.0,1.0,1.0,0.0,29.0,4.0,12.06,18.34,5.0,0
516,3.0,10.36,110373.2,1.0,0.0,1.0,0.0,0.0,34.0,2.0,9.17,4.32,1.0,0
517,9.0,5.65,52561.58,0.0,0.0,0.0,0.0,1.0,34.0,2.0,10.93,6.42,2.0,0
518,9.0,15.25,124875.36,0.0,0.0,1.0,0.0,1.0,51.0,3.0,10.55,0.65,1.0,0
519,10.0,18.94,10914.03,2.0,0.0,1.0,0.0,0.0,11.0,3.0,8.51,0.8,2.0,0
520,9.0,4.31,46413.51,1.0,1.0,0.0,0.0,0.0,58.0,1.0,22.5,0.11,2.0,0
521,8.0,14.32,40554.12,2.0,1.0,0.0,0.0,1.0,24.0,2.0,15.21,0.59,5.0,0
522,3.0,4.19,49473.72,1.0,1.0,1.0,0.0,0.0,36.0,2.0,1.0,5.64,4.0,0
523,4.0,5.65,12777.53,1.0,0.0,1.0,1.0,0.0,42.0,3.0,13.12,0.89,4.0,0
524,5.0,1.5,114206.81,1.0,0.0,0.0,0.0,0.0,59.0,4.0,12.53,7.33,1.0,0
525,3.0,7.09,109435.3,0.0,0.0,0.0,1.0,0.0,37.0,3.0,9.75,6.31,3.0,0
526,2.0,22.77,16081.13,1.0,0.0,1.0,0.0,0.0,10.0,6.0,16.51,1.17,5.0,0
527,4.0,14.25,50054.22,0.0,1.0,1.0,0.0,0.0,45.0,4.0,14.9,1.59,1.0,0
528,3.0,10.97,57247.74,2.0,1.0,1.0,0.0,0.0,42.0,4.0,16.47,1.7,4.0,1
529,5.0,10.5,46469.34,1.0,1.0,1.0,0.0,0.0,24.0,1.0,11.61,0.43,3.0,0
530,4.0,3.46,19556.73,1.0,0.0,1.0,0.0,0.0,15.0,3.0,14.34,0.81,4.0,0
531,2.0,4.79,71431.34,2.0,0.0,0.0,0.0,1.0,47.0,3.0,16.83,0.25,1.0,0
532,2.0,0.35,11468.35,1.0,0.0,1.0,0.0,1.0,11.0,0.0,23.05,0.73,5.0,0
533,5.0,5.0,108256.21,0.0,1.0,1.0,0.0,0.0,52.0,3.0,5.97,0.51,2.0,0
534,4.0,12.85,75912.9,1.0,0.0,1.0,1.0,0.0,35.0,3.0,5.3,2.85,5.0,0
535,7.0,10.07,38827.78,1.0,0.0,0.0,1.0,0.0,46.0,4.0,23.85,4.47,5.0,0
536,10.0,11.31,50054.22,0.0,1.0,1.0,0.0,0.0,34.0,2.0,5.38,1.6,5.0,0
537,1.0,0.92,10747.24,2.0,0.0,1.0,1.0,0.0,25.0,2.0,7.0,1.16,4.0,0
538,10.0,16.77,25694.59,1.0,1.0,1.0,1.0,0.0,46.0,0.0,1.0,1.22,4.0,0
539,2.0,1.45,6271.57,2.0,0.0,0.0,1.0,0.0,2.0,4.0,9.51,2.86,1.0,0
540,4.0,1.04,82093.4,2.0,0.0,0.0,1.0,0.0,47.0,3.0,9.6,0.72,3.0,0
541,7.0,5.65,76835.76,1.0,0.0,1.0,0.0,1.0,54.0,6.0,10.38,2.71,4.0,0
542,4.0,4.28,82579.83,1.0,1.0,1.0,0.0,0.0,55.0,5.0,14.38,1.06,1.0,0
543,8.0,5.65,35107.53,0.0,1.0,1.0,0.0,1.0,24.0,2.0,2.45,1.11,2.0,0
544,1.0,8.55,58953.13,2.0,0.0,0.0,0.0,0.0,39.0,3.0,13.76,6.05,5.0,0
545,2.0,22.14,85002.89,0.0,1.0,0.0,1.0,0.0,45.0,3.0,9.45,2.47,5.0,1
546,2.0,0.55,164960.78,2.0,1.0,1.0,0.0,0.0,53.0,1.0,7.89,0.83,1.0,0
547,8.0,10.78,92653.44,2.0,0.0,1.0,0.0,0.0,56.0,0.0,12.92,0.39,2.0,0
548,4.0,4.54,214.55,1.0,0.0,0.0,0.0,0.0,32.0,2.0,21.59,0.36,2.0,0
549,8.0,11.35,33841.03,1.0,0.0,1.0,0.0,0.0,25.0,0.0,11.15,0.97,1.0,0
550,8.0,1.72,73260.37,1.0,1.0,1.0,0.0,0.0,33.0,2.0,13.39,2.07,5.0,0
551,2.0,9.09,26148.28,1.0,0.0,1.0,1.0,0.0,12.0,4.0,1.0,9.41,1.0,0
552,5.0,9.08,67425.17,1.0,0.0,1.0,0.0,0.0,49.0,3.0,21.16,1.34,2.0,0
553,1.0,0.37,80348.86,1.0,1.0,1.0,0.0,1.0,26.0,2.0,19.48,3.68,2.0,0
554,3.0,0.17,122434.66,1.0,0.0,1.0,0.0,0.0,57.0,3.0,17.03,2.47,3.0,0
555,5.0,0.31,99018.34,0.0,0.0,0.0,1.0,0.0,60.0,2.0,16.39,9.77,2.0,0
556,4.0,0.16,131126.72,1.0,0.0,1.0,0.0,0.0,49.0,2.0,10.83,1.89,2.0,0
557,3.0,6.27,50054.22,0.0,0.0,1.0,0.0,0.0,27.0,5.0,5.53,0.46,5.0,0
558,6.0,15.28,101627.65,0.0,1.0,1.0,0.0,0.0,54.0,3.0,10.03,1.78,4.0,0
559,4.0,37.0,11042.75,1.0,0.0,1.0,0.0,0.0,7.0,3.0,12.83,0.69,1.0,0
560,10.0,6.08,50054.22,2.0,0.0,0.0,0.0,0.0,34.0,5.0,10.08,9.56,5.0,0
561,9.0,19.74,80120.28,1.0,1.0,1.0,0.0,0.0,56.0,4.0,3.38,1.88,3.0,0
562,6.0,3.32,61294.17,1.0,0.0,1.0,0.0,0.0,30.0,0.0,20.33,4.73,2.0,0
563,2.0,0.12,3269.33,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.02,4.0,0
564,8.0,1.7,33719.8,1.0,0.0,1.0,0.0,1.0,40.0,4.0,4.92,2.78,3.0,0
565,4.0,7.14,88748.18,0.0,0.0,1.0,0.0,0.0,50.0,3.0,12.04,1.8,3.0,0
566,4.0,11.1,153250.26,1.0,1.0,1.0,1.0,0.0,47.0,5.0,9.89,1.19,4.0,0
567,4.0,0.57,95853.16,0.0,0.0,0.0,0.0,0.0,38.0,3.0,18.43,0.17,4.0,0
568,7.0,6.04,172562.31,2.0,1.0,1.0,0.0,0.0,45.0,2.0,15.68,2.99,5.0,0
569,3.0,15.78,62109.87,2.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,1.4,1.0,1
570,9.0,9.52,38302.39,0.0,0.0,0.0,0.0,0.0,42.0,2.0,7.89,0.16,2.0,0
571,10.0,2.34,26638.92,1.0,0.0,1.0,1.0,0.0,22.0,2.0,11.92,12.26,4.0,0
572,6.0,0.6,2702.57,2.0,0.0,1.0,0.0,1.0,3.0,3.0,11.79,0.91,2.0,0
573,6.0,5.25,68500.38,0.0,0.0,1.0,0.0,0.0,29.0,3.0,10.66,0.62,5.0,0
574,5.0,2.98,-20611.53,2.0,0.0,1.0,0.0,0.0,4.0,3.0,18.14,3.33,1.0,0
575,9.0,10.05,135406.86,0.0,0.0,0.0,0.0,0.0,58.0,5.0,7.27,0.86,5.0,0
576,3.0,1.46,48971.17,2.0,0.0,0.0,1.0,0.0,27.0,5.0,9.28,1.17,3.0,0
577,8.0,22.09,87768.51,0.0,0.0,0.0,0.0,0.0,12.0,10.0,9.45,2.95,3.0,0
578,9.0,0.42,64220.27,0.0,1.0,0.0,0.0,0.0,46.0,2.0,10.37,12.13,2.0,0
579,8.0,13.29,115492.39,1.0,0.0,0.0,0.0,0.0,34.0,2.0,2.08,2.01,2.0,0
580,1.0,3.87,170896.7,1.0,1.0,1.0,0.0,1.0,44.0,6.0,8.38,11.62,2.0,0
581,3.0,0.94,20921.03,1.0,1.0,1.0,0.0,0.0,12.0,1.0,16.74,5.01,1.0,0
582,10.0,7.95,80516.9,2.0,0.0,1.0,0.0,0.0,41.0,4.0,15.06,2.2,5.0,0
583,5.0,12.57,80204.5,2.0,0.0,1.0,0.0,1.0,39.0,3.0,15.13,5.16,2.0,0
584,5.0,8.89,64083.04,1.0,0.0,0.0,0.0,0.0,44.0,5.0,13.85,5.49,5.0,0
585,8.0,0.15,-7996.8,0.0,0.0,0.0,0.0,0.0,3.0,1.0,11.98,0.67,2.0,0
586,7.0,2.29,51549.66,2.0,0.0,1.0,0.0,1.0,43.0,4.0,5.51,0.32,3.0,0
587,6.0,6.11,61454.43,0.0,0.0,1.0,0.0,0.0,28.0,4.0,14.72,2.37,5.0,0
588,7.0,5.65,46931.26,0.0,0.0,1.0,0.0,0.0,29.0,1.0,7.45,0.93,2.0,0
589,8.0,34.62,50054.22,1.0,0.0,1.0,0.0,1.0,19.0,4.0,7.87,12.1,1.0,0
590,1.0,0.55,38879.18,0.0,0.0,1.0,0.0,1.0,39.0,1.0,20.82,0.59,1.0,0
591,1.0,2.06,-7704.25,1.0,0.0,1.0,0.0,0.0,4.0,3.0,19.18,0.66,1.0,1
592,4.0,3.61,116485.29,0.0,1.0,0.0,0.0,0.0,52.0,5.0,14.32,4.24,1.0,0
593,9.0,2.41,-16794.01,0.0,0.0,1.0,0.0,1.0,6.0,4.0,9.7,5.89,1.0,0
594,1.0,2.92,60587.45,1.0,1.0,0.0,0.0,0.0,34.0,4.0,10.1,3.14,2.0,0
595,7.0,0.35,-12287.84,0.0,1.0,0.0,0.0,0.0,4.0,4.0,10.62,0.23,4.0,0
596,1.0,5.65,9569.28,1.0,0.0,0.0,0.0,1.0,7.0,5.0,15.32,5.44,5.0,1
597,8.0,5.65,33663.1,1.0,0.0,1.0,0.0,0.0,28.0,0.0,21.93,3.97,5.0,0
598,6.0,0.33,23217.59,0.0,0.0,1.0,0.0,1.0,5.0,6.0,6.51,13.37,4.0,0
599,10.0,1.78,44052.04,0.0,0.0,1.0,0.0,1.0,15.0,3.0,18.45,0.32,5.0,0
600,10.0,1.33,113582.02,0.0,1.0,0.0,1.0,0.0,59.0,4.0,3.64,8.48,2.0,0
601,3.0,3.28,10156.61,2.0,0.0,0.0,1.0,0.0,12.0,4.0,7.46,4.7,2.0,0
602,1.0,2.67,71684.6,1.0,0.0,0.0,0.0,0.0,48.0,2.0,9.98,9.55,3.0,0
603,7.0,3.99,76234.85,1.0,1.0,1.0,0.0,0.0,32.0,2.0,13.8,0.9,4.0,0
604,8.0,0.02,54821.1,0.0,0.0,1.0,0.0,0.0,38.0,2.0,5.0,11.34,5.0,0
605,3.0,2.49,107287.4,2.0,1.0,0.0,0.0,0.0,53.0,6.0,19.53,7.73,1.0,0
606,7.0,4.63,7721.84,1.0,1.0,1.0,1.0,0.0,33.0,2.0,12.8,3.8,5.0,0
607,1.0,5.65,73422.09,1.0,0.0,1.0,0.0,0.0,27.0,0.0,13.98,0.28,2.0,0
608,3.0,7.11,30370.3,1.0,0.0,1.0,0.0,0.0,26.0,5.0,12.51,2.31,4.0,0
609,8.0,8.92,34138.9,1.0,1.0,0.0,0.0,0.0,8.0,3.0,16.97,1.87,5.0,0
610,8.0,3.37,15840.07,1.0,0.0,0.0,1.0,0.0,7.0,2.0,9.93,3.06,5.0,0
611,5.0,7.89,8739.38,1.0,1.0,1.0,0.0,0.0,14.0,4.0,12.51,3.32,2.0,0
612,6.0,9.87,85085.1,1.0,0.0,1.0,0.0,0.0,49.0,7.0,8.85,5.0,2.0,0
613,9.0,6.63,46861.74,1.0,1.0,1.0,0.0,0.0,19.0,3.0,8.49,1.26,5.0,0
614,4.0,7.25,90600.94,1.0,0.0,0.0,0.0,1.0,41.0,2.0,17.89,11.63,5.0,0
615,8.0,24.23,77064.13,0.0,1.0,0.0,1.0,0.0,59.0,7.0,10.66,0.32,1.0,0
616,7.0,14.49,84891.78,0.0,0.0,1.0,0.0,0.0,37.0,1.0,4.96,0.46,4.0,0
617,1.0,1.93,144864.63,1.0,1.0,1.0,0.0,0.0,54.0,4.0,13.78,0.52,5.0,0
618,8.0,12.46,25564.7,0.0,0.0,1.0,0.0,1.0,17.0,1.0,8.86,1.35,3.0,0
619,5.0,27.93,187238.38,1.0,0.0,1.0,0.0,0.0,56.0,3.0,17.9,1.68,3.0,0
620,3.0,1.12,55002.43,1.0,0.0,0.0,0.0,1.0,59.0,3.0,11.8,2.76,5.0,0
621,8.0,10.51,49248.72,1.0,0.0,0.0,0.0,0.0,20.0,3.0,9.79,0.3,2.0,0
622,7.0,1.71,39536.62,1.0,1.0,1.0,0.0,0.0,24.0,2.0,10.23,1.28,1.0,0
623,7.0,8.43,28280.36,1.0,0.0,0.0,1.0,0.0,25.0,2.0,6.71,3.56,3.0,0
624,4.0,6.89,60633.43,1.0,0.0,1.0,0.0,1.0,38.0,3.0,21.72,2.94,3.0,0
625,3.0,2.85,24284.98,0.0,0.0,1.0,0.0,0.0,53.0,3.0,4.57,0.23,1.0,0
626,8.0,11.3,114771.58,2.0,0.0,0.0,0.0,0.0,52.0,4.0,10.19,7.82,1.0,0
627,2.0,5.75,65051.11,0.0,0.0,1.0,0.0,1.0,39.0,1.0,16.28,2.88,3.0,0
628,1.0,4.45,77023.16,1.0,0.0,0.0,0.0,0.0,36.0,5.0,16.72,3.18,2.0,0
629,8.0,7.01,13189.99,1.0,1.0,1.0,1.0,0.0,15.0,6.0,3.92,2.02,2.0,0
630,8.0,3.48,23265.44,2.0,0.0,1.0,0.0,0.0,8.0,4.0,15.02,8.6,4.0,0
631,10.0,4.08,52222.46,0.0,1.0,0.0,0.0,1.0,25.0,3.0,11.06,1.64,5.0,0
632,3.0,0.25,16254.18,1.0,1.0,0.0,0.0,0.0,22.0,5.0,12.06,6.93,2.0,0
633,2.0,18.99,50054.22,2.0,1.0,1.0,0.0,1.0,23.0,4.0,10.21,0.65,2.0,0
634,2.0,5.59,94711.37,1.0,0.0,0.0,0.0,0.0,40.0,3.0,9.84,2.42,1.0,0
635,4.0,22.22,70129.55,1.0,0.0,1.0,0.0,0.0,20.0,2.0,5.46,4.96,2.0,0
636,2.0,22.53,77192.17,0.0,1.0,1.0,0.0,0.0,45.0,1.0,11.58,0.68,2.0,0
637,8.0,2.06,10778.71,0.0,0.0,1.0,1.0,0.0,18.0,3.0,13.93,4.08,5.0,0
638,5.0,6.28,35635.06,0.0,0.0,1.0,0.0,1.0,18.0,2.0,11.95,2.38,3.0,0
639,9.0,9.28,21779.2,1.0,1.0,1.0,0.0,0.0,2.0,1.0,14.16,4.26,1.0,0
640,7.0,1.56,7105.35,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.05,10.99,2.0,0
641,7.0,12.62,53705.9,1.0,0.0,1.0,0.0,1.0,22.0,3.0,12.71,4.24,1.0,0
642,3.0,2.63,50054.22,2.0,1.0,1.0,0.0,0.0,28.0,1.0,13.91,4.15,4.0,0
643,8.0,1.15,19808.15,1.0,1.0,1.0,0.0,0.0,7.0,3.0,14.87,1.72,4.0,0
644,5.0,7.46,37602.13,0.0,0.0,0.0,1.0,0.0,42.0,2.0,19.1,1.59,2.0,0
645,6.0,7.61,33172.54,2.0,0.0,0.0,1.0,0.0,22.0,2.0,1.0,7.53,2.0,0
646,5.0,5.18,18098.9,2.0,1.0,1.0,1.0,0.0,24.0,2.0,11.92,6.07,1.0,0
647,9.0,6.47,14425.99,1.0,1.0,1.0,0.0,0.0,17.0,6.0,5.82,4.17,5.0,0
648,2.0,11.11,48228.03,2.0,0.0,1.0,0.0,0.0,60.0,1.0,9.43,9.24,1.0,0
649,7.0,1.0,41226.38,0.0,1.0,0.0,0.0,1.0,49.0,5.0,19.14,10.29,2.0,0
650,1.0,5.65,-7808.95,0.0,1.0,1.0,0.0,0.0,1.0,1.0,12.76,3.42,4.0,0
651,10.0,7.52,21112.71,1.0,0.0,1.0,0.0,0.0,24.0,2.0,6.1,4.67,5.0,0
652,4.0,1.09,60748.24,2.0,0.0,1.0,0.0,0.0,32.0,3.0,12.46,4.07,3.0,0
653,5.0,8.06,80442.98,1.0,1.0,1.0,0.0,0.0,45.0,4.0,9.01,5.49,5.0,0
654,6.0,5.65,1720.57,0.0,1.0,0.0,0.0,1.0,2.0,2.0,8.2,0.23,3.0,0
655,2.0,4.12,38398.91,2.0,1.0,1.0,1.0,0.0,30.0,3.0,12.41,7.63,1.0,0
656,9.0,2.81,69656.05,1.0,1.0,0.0,0.0,0.0,38.0,1.0,13.19,1.55,5.0,0
657,8.0,3.72,60326.34,0.0,0.0,1.0,0.0,0.0,25.0,1.0,9.3,1.89,2.0,0
658,7.0,3.68,99409.06,0.0,0.0,1.0,0.0,0.0,29.0,2.0,14.0,1.17,1.0,0
659,4.0,4.02,8796.27,1.0,0.0,1.0,0.0,0.0,2.0,4.0,7.83,6.14,5.0,1
660,10.0,13.69,20786.91,0.0,1.0,0.0,1.0,0.0,57.0,6.0,11.82,9.66,5.0,0
661,8.0,4.53,50054.22,1.0,1.0,1.0,0.0,1.0,27.0,1.0,16.09,2.85,2.0,0
662,8.0,18.19,99293.51,0.0,0.0,1.0,0.0,0.0,46.0,3.0,5.3,0.05,5.0,1
663,6.0,8.48,63087.08,1.0,0.0,1.0,0.0,0.0,33.0,3.0,9.11,4.59,1.0,0
664,9.0,0.63,34132.07,1.0,1.0,1.0,0.0,1.0,6.0,3.0,9.41,1.47,4.0,0
665,7.0,3.53,59427.53,1.0,1.0,1.0,0.0,0.0,56.0,3.0,17.82,0.1,5.0,0
666,7.0,1.87,50054.22,0.0,0.0,1.0,0.0,0.0,41.0,4.0,5.33,1.32,4.0,0
667,7.0,3.67,14483.31,0.0,0.0,1.0,0.0,1.0,21.0,5.0,17.16,0.87,3.0,0
668,6.0,8.68,-1019.32,0.0,0.0,1.0,0.0,1.0,13.0,3.0,17.28,1.69,4.0,0
669,2.0,4.35,95456.7,0.0,0.0,1.0,0.0,1.0,41.0,4.0,13.68,3.87,4.0,0
670,5.0,32.16,35046.0,1.0,1.0,1.0,0.0,0.0,14.0,2.0,9.05,1.67,1.0,0
671,2.0,0.68,14775.19,2.0,1.0,0.0,0.0,0.0,2.0,2.0,14.85,2.77,3.0,0
672,6.0,1.85,2.63,2.0,0.0,1.0,1.0,0.0,3.0,2.0,10.38,5.68,3.0,0
673,4.0,0.19,30474.56,1.0,0.0,1.0,0.0,1.0,34.0,3.0,19.23,3.31,2.0,0
674,7.0,9.09,29443.43,0.0,0.0,1.0,0.0,0.0,29.0,2.0,17.81,0.17,2.0,0
675,8.0,39.89,33066.02,0.0,0.0,1.0,0.0,0.0,20.0,2.0,13.58,1.38,3.0,0
676,9.0,3.26,93998.46,0.0,1.0,0.0,1.0,0.0,43.0,3.0,1.0,1.35,5.0,0
677,9.0,9.32,171329.44,2.0,1.0,1.0,1.0,0.0,59.0,2.0,10.92,4.73,5.0,0
678,1.0,2.01,47836.58,1.0,0.0,1.0,0.0,0.0,31.0,1.0,8.99,0.42,5.0,0
679,1.0,15.59,28375.6,1.0,0.0,1.0,1.0,0.0,13.0,5.0,11.72,0.33,3.0,0
680,1.0,0.75,1756.14,0.0,1.0,0.0,1.0,0.0,2.0,4.0,18.69,0.03,5.0,0
681,5.0,4.75,7528.0,2.0,0.0,1.0,0.0,0.0,44.0,1.0,13.67,7.29,5.0,0
682,7.0,13.68,88990.15,0.0,0.0,0.0,0.0,0.0,36.0,4.0,8.34,1.48,4.0,0
683,10.0,42.09,100639.85,2.0,0.0,1.0,0.0,0.0,60.0,4.0,14.92,0.03,2.0,0
684,4.0,23.89,15520.96,1.0,1.0,0.0,0.0,0.0,13.0,4.0,8.14,9.13,5.0,1
685,4.0,1.45,30795.33,1.0,1.0,1.0,1.0,0.0,5.0,6.0,11.41,3.43,5.0,0
686,10.0,0.04,38431.61,1.0,0.0,1.0,0.0,1.0,14.0,3.0,11.56,2.25,2.0,0
687,3.0,14.58,12569.67,2.0,0.0,1.0,0.0,1.0,7.0,5.0,15.37,5.29,2.0,0
688,1.0,11.46,71612.03,1.0,1.0,1.0,0.0,0.0,50.0,2.0,13.42,0.28,3.0,0
689,6.0,6.93,53750.26,1.0,0.0,0.0,0.0,0.0,26.0,4.0,11.92,5.25,1.0,0
690,6.0,4.13,45413.61,1.0,0.0,1.0,1.0,0.0,23.0,2.0,20.63,0.04,4.0,0
691,4.0,1.44,7638.13,0.0,0.0,1.0,0.0,0.0,3.0,3.0,13.25,0.62,3.0,1
692,3.0,5.31,40320.67,0.0,1.0,1.0,0.0,0.0,29.0,2.0,13.03,2.38,1.0,0
693,3.0,3.76,116150.54,2.0,0.0,1.0,0.0,0.0,42.0,3.0,2.6,4.63,2.0,0
694,4.0,5.65,15269.64,1.0,0.0,0.0,0.0,0.0,9.0,3.0,5.72,1.47,2.0,0
695,4.0,8.5,73515.9,1.0,0.0,0.0,1.0,0.0,45.0,6.0,4.14,4.49,2.0,0
696,8.0,23.96,28800.5,1.0,0.0,0.0,0.0,0.0,17.0,4.0,15.14,3.57,5.0,0
697,7.0,18.52,74376.63,0.0,0.0,0.0,1.0,0.0,47.0,2.0,11.59,2.97,5.0,0
698,10.0,12.17,163483.46,2.0,1.0,1.0,1.0,0.0,59.0,3.0,10.84,1.89,2.0,0
699,5.0,3.19,16121.85,1.0,1.0,1.0,0.0,0.0,33.0,2.0,1.78,9.22,3.0,0
700,10.0,6.53,32578.02,0.0,1.0,1.0,0.0,0.0,48.0,3.0,6.29,1.52,5.0,0
701,7.0,7.53,55537.61,2.0,0.0,0.0,0.0,0.0,33.0,4.0,15.01,0.15,5.0,0
702,9.0,12.76,51495.84,0.0,1.0,1.0,0.0,0.0,44.0,4.0,13.73,9.14,2.0,0
703,5.0,12.8,13395.88,0.0,0.0,0.0,0.0,1.0,9.0,4.0,10.63,0.35,5.0,0
704,1.0,3.1,48936.17,2.0,1.0,1.0,0.0,0.0,24.0,6.0,11.29,4.71,1.0,0
705,5.0,11.65,50054.22,1.0,0.0,1.0,0.0,0.0,17.0,2.0,16.97,3.23,1.0,0
706,10.0,2.56,97194.91,0.0,1.0,0.0,0.0,0.0,40.0,4.0,9.48,2.76,4.0,0
707,8.0,7.13,40694.57,1.0,1.0,0.0,0.0,1.0,25.0,4.0,6.13,2.65,5.0,0
708,8.0,3.36,27942.39,0.0,0.0,0.0,1.0,0.0,44.0,3.0,13.31,1.41,3.0,0
709,3.0,2.53,32157.28,1.0,0.0,0.0,0.0,0.0,32.0,3.0,22.93,2.01,2.0,0
710,8.0,10.12,67581.47,1.0,1.0,0.0,1.0,0.0,26.0,4.0,7.75,5.2,4.0,0
711,6.0,9.64,39864.74,1.0,0.0,1.0,0.0,0.0,36.0,3.0,1.66,2.03,5.0,0
712,3.0,3.31,64095.52,0.0,0.0,1.0,0.0,0.0,43.0,2.0,9.72,2.15,1.0,0
713,7.0,13.63,83496.39,1.0,1.0,1.0,1.0,0.0,51.0,7.0,20.13,2.39,1.0,0
714,10.0,19.95,59223.39,1.0,0.0,1.0,0.0,1.0,19.0,4.0,6.1,7.75,3.0,0
715,7.0,8.9,94618.15,2.0,1.0,0.0,0.0,0.0,53.0,1.0,13.86,1.83,3.0,0
716,10.0,2.56,66736.66,0.0,1.0,1.0,1.0,0.0,46.0,3.0,26.96,2.4,1.0,0
717,2.0,4.54,77054.12,0.0,0.0,0.0,0.0,0.0,43.0,2.0,19.96,4.93,4.0,0
718,9.0,11.54,4620.75,1.0,0.0,0.0,0.0,1.0,15.0,3.0,16.26,8.37,5.0,0
719,7.0,16.63,20094.28,1.0,1.0,1.0,1.0,0.0,52.0,1.0,9.24,2.67,3.0,0
720,8.0,1.78,4271.06,1.0,0.0,1.0,1.0,0.0,1.0,2.0,6.25,0.71,5.0,0
