CustomerID,Age,TenureMonths,MonthlyCharges,TotalSpend,SupportCalls,AvgWatchHours,DaysSinceLastLogin,PaymentDelayDays,NumberOfDevices,ContractType,InternetPlan,HasFamilyPlan,AutoPayment,SatisfactionScore,Churn,InternalReference
50589,27,30,1284.94,37713.18,4,9.11,6.63,1.04,2,TwoYear,Standard,No,Yes,7.0,0,407200
51103,28,29,3331.35,98827.71,1,10.92,16.33,8.69,3,OneYear,Basic,No,Yes,5.0,0,323764
51118,57,28,1828.97,41235.78,5,13.66,3.62,0.05,1,Monthly,Premium,No,No,6.0,0,282526
50303,58,35,1187.63,38258.47,4,18.3,0.31,3.64,5,TwoYear,Standard,Yes,Yes,2.0,0,415817
50255,65,56,1998.31,103061.5,1,9.21,0.21,0.32,2,TwoYear,Standard,No,Yes,5.0,0,568554
50994,40,22,1228.52,23421.92,2,16.83,7.68,3.29,4,TwoYear,Standard,No,Yes,,0,224945
50966,47,30,1845.69,52015.81,2,12.46,13.49,2.18,3,OneYear,Basic,No,Yes,5.0,0,325969
50313,69,59,2787.4,151522.0,1,15.05,,4.91,1,Monthly,Basic,No,No,,0,218254
50549,41,16,2613.35,16653.55,3,17.2,0.94,6.53,1,OneYear,Standard,Yes,Yes,9.0,0,258024
50222,19,33,1821.89,72188.69,2,10.73,4.25,5.64,4,TwoYear,Basic,No,Yes,2.0,0,108095
50478,67,18,1763.85,32646.6,4,10.5,3.14,1.23,2,Monthly,Standard,No,No,7.0,0,979269
50389,52,51,3410.29,159100.51,4,12.81,3.67,7.98,1,TwoYear,Standard,No,Yes,9.0,0,848409
50236,18,23,2719.15,81631.26,5,6.24,2.57,4.28,5,Monthly,Standard,Yes,Yes,,0,226394
50840,36,59,973.79,57826.81,4,16.63,0.58,7.13,1,Monthly,Basic,Yes,No,10.0,0,310906
50718,62,28,2227.8,70216.73,5,7.29,4.82,1.94,5,Monthly,Basic,Yes,Yes,8.0,0,563440
50737,62,33,2064.15,58610.29,6,9.2,9.74,3.99,5,Monthly,Basic,No,No,1.0,0,815947
50306,65,22,1944.97,43320.46,2,9.8,9.08,1.71,5,Monthly,Basic,Yes,Yes,5.0,0,954087
51162,42,14,1381.6,25993.14,2,5.73,0.52,3.1,2,Monthly,Standard,No,Yes,9.0,0,918304
50850,21,15,2145.77,43399.63,1,17.68,1.08,0.57,1,Monthly,Standard,No,Yes,10.0,0,235032
50797,22,45,526.48,,4,1.0,7.4,3.91,4,Monthly,Standard,No,Yes,10.0,0,810914
50950,22,48,2642.18,123552.25,1,19.64,17.28,1.62,1,OneYear,Basic,No,Yes,10.0,0,303665
51158,36,23,694.27,22032.11,4,4.71,7.2,3.07,2,Monthly,Premium,No,No,3.0,0,366726
50250,69,35,,45996.08,0,12.98,11.94,0.36,2,Monthly,Basic,Yes,No,3.0,0,325650
50886,51,29,1611.2,42817.67,3,5.66,11.23,1.33,4,Monthly,Standard,Yes,Yes,4.0,0,321760
50616,49,37,500.0,11944.89,4,10.02,1.93,5.5,3,OneYear,Standard,No,Yes,7.0,0,191964
50072,59,47,1079.93,60474.91,0,17.61,8.32,5.62,2,Monthly,Basic,No,Yes,1.0,0,142769
50095,43,40,3430.03,153848.42,2,9.72,12.65,1.89,2,Monthly,Basic,No,No,3.0,0,741249
50576,29,57,1882.4,113764.11,1,12.96,2.57,1.02,1,Monthly,Premium,Yes,Yes,7.0,0,774717
50034,45,29,2082.37,72335.21,4,12.06,1.74,18.34,5,OneYear,Standard,Yes,Yes,3.0,0,374072
50794,23,34,2803.4,110373.2,2,9.17,10.36,4.32,1,Monthly,Standard,No,Yes,3.0,0,692408
50449,68,34,1209.72,52561.58,2,10.93,,6.42,2,TwoYear,Basic,No,No,9.0,0,178191
50446,49,51,2360.66,124875.36,3,10.55,15.25,0.65,1,TwoYear,Basic,No,Yes,9.0,0,580581
50853,57,11,1679.7,10914.03,3,8.51,18.94,0.8,2,Monthly,Premium,No,Yes,10.0,0,516975
50728,20,58,931.96,46413.51,1,22.5,4.31,0.11,2,Monthly,Standard,Yes,No,9.0,0,676602
50984,31,24,1335.4,40554.12,2,15.21,14.32,0.59,5,TwoYear,Premium,Yes,No,8.0,0,938203
50078,51,36,1587.52,49473.72,2,1.0,4.19,5.64,4,Monthly,Standard,Yes,Yes,3.0,0,467678
50085,25,42,500.0,12777.53,3,13.12,,0.89,4,OneYear,Standard,No,Yes,4.0,0,372040
50559,67,59,1858.34,114206.81,4,12.53,1.5,7.33,1,Monthly,Standard,No,No,5.0,0,172406
50083,65,37,2562.77,109435.3,3,9.75,7.09,6.31,3,OneYear,Basic,No,No,3.0,0,986084
50458,60,10,1983.16,16081.13,6,16.51,22.77,1.17,5,Monthly,Standard,No,Yes,2.0,0,246601
50762,29,45,500.0,,4,14.9,14.25,1.59,1,Monthly,Basic,Yes,Yes,4.0,0,925995
50437,33,42,1362.65,57247.74,4,16.47,10.97,1.7,4,Monthly,Premium,Yes,Yes,3.0,1,768089
50610,52,24,2045.55,46469.34,1,11.61,10.5,0.43,3,Monthly,Standard,Yes,Yes,5.0,0,960563
50923,33,15,1666.27,19556.73,3,14.34,3.46,0.81,4,Monthly,Standard,No,Yes,4.0,0,352007
50405,67,47,1982.46,71431.34,3,16.83,4.79,0.25,1,TwoYear,Premium,No,No,2.0,0,651577
51064,53,11,1674.26,11468.35,0,23.05,0.35,0.73,5,TwoYear,Standard,No,Yes,2.0,0,117716
50629,34,52,1727.88,108256.21,3,5.97,5.0,0.51,2,Monthly,Basic,Yes,Yes,5.0,0,304974
50671,60,35,2261.57,75912.9,3,5.3,12.85,2.85,5,OneYear,Standard,No,Yes,4.0,0,632783
50105,26,46,1190.6,38827.78,4,23.85,10.07,4.47,5,OneYear,Standard,No,No,7.0,0,342863
51135,61,34,2240.04,,2,5.38,11.31,1.6,5,Monthly,Basic,Yes,Yes,10.0,0,425515
50627,58,25,737.09,10747.24,2,7.0,0.92,1.16,4,OneYear,Premium,No,Yes,1.0,0,529307
50063,52,46,620.65,25694.59,0,1.0,16.77,1.22,4,OneYear,Standard,Yes,Yes,10.0,0,488176
50282,42,2,1578.34,6271.57,4,9.51,1.45,2.86,1,OneYear,Premium,No,No,2.0,0,484112
50875,54,47,1790.57,82093.4,3,9.6,1.04,0.72,3,OneYear,Premium,No,No,4.0,0,857191
50239,61,54,1642.4,76835.76,6,10.38,,2.71,4,TwoYear,Standard,No,Yes,7.0,0,541410
50224,66,55,1798.91,82579.83,5,14.38,4.28,1.06,1,Monthly,Standard,Yes,Yes,4.0,0,370239
50146,22,24,1252.59,35107.53,2,2.45,,1.11,2,TwoYear,Basic,Yes,Yes,8.0,0,645336
51138,28,39,1041.07,58953.13,3,13.76,8.55,6.05,5,Monthly,Premium,No,No,1.0,0,789474
50374,34,45,1701.97,85002.89,3,9.45,22.14,2.47,5,OneYear,Basic,Yes,No,2.0,1,750774
50119,59,53,3092.64,164960.78,1,7.89,0.55,0.83,1,Monthly,Premium,Yes,Yes,2.0,0,661076
50831,48,56,1734.6,92653.44,0,12.92,10.78,0.39,2,Monthly,Premium,No,Yes,8.0,0,110031
50251,51,32,538.31,214.55,2,21.59,4.54,0.36,2,Monthly,Standard,No,No,4.0,0,139212
51176,40,25,1516.21,33841.03,0,11.15,11.35,0.97,1,Monthly,Standard,No,Yes,8.0,0,510142
50010,40,33,2655.75,73260.37,2,13.39,1.72,2.07,5,Monthly,Standard,Yes,Yes,8.0,0,834818
50450,42,12,,26148.28,4,1.0,9.09,9.41,1,OneYear,Standard,No,Yes,2.0,0,972933
50906,34,49,1321.23,67425.17,3,21.16,9.08,1.34,2,Monthly,Standard,No,Yes,5.0,0,624495
50390,50,26,2552.8,80348.86,2,19.48,0.37,3.68,2,TwoYear,Standard,Yes,Yes,1.0,0,324895
51184,31,57,2110.72,122434.66,3,17.03,0.17,2.47,3,Monthly,Standard,No,Yes,3.0,0,855735
50934,20,60,1857.76,99018.34,2,16.39,0.31,9.77,2,OneYear,Basic,No,No,5.0,0,249392
50461,25,49,2639.05,131126.72,2,10.83,0.16,1.89,2,Monthly,Standard,No,Yes,4.0,0,664569
50821,51,27,1767.82,,5,5.53,6.27,0.46,5,Monthly,Basic,No,Yes,3.0,0,667441
50145,18,54,1967.63,101627.65,3,10.03,15.28,1.78,4,Monthly,Basic,Yes,Yes,6.0,0,793763
50502,56,7,1008.28,11042.75,3,12.83,37.0,0.69,1,Monthly,Standard,No,Yes,4.0,0,459462
50424,43,34,1274.37,50054.22,5,10.08,6.08,9.56,5,Monthly,Premium,No,No,10.0,0,650978
50540,48,56,1851.64,80120.28,4,3.38,19.74,1.88,3,Monthly,Standard,Yes,Yes,9.0,0,467148
50178,45,30,2290.96,61294.17,0,20.33,3.32,4.73,2,Monthly,Standard,No,Yes,6.0,0,144572
51178,50,2,500.0,3269.33,4,1.0,0.12,1.02,4,Monthly,Basic,Yes,Yes,2.0,0,176810
50723,45,40,1492.29,33719.8,4,4.92,1.7,2.78,3,TwoYear,Standard,No,Yes,8.0,0,892510
50722,37,50,1670.95,88748.18,3,12.04,7.14,1.8,3,Monthly,Basic,No,Yes,4.0,0,906311
50241,49,47,3525.41,153250.26,5,9.89,11.1,1.19,4,OneYear,Standard,Yes,Yes,4.0,0,934640
50008,56,38,2164.47,95853.16,3,18.43,0.57,0.17,4,Monthly,Basic,No,No,4.0,0,885709
50736,61,45,3711.61,172562.31,2,15.68,6.04,2.99,5,Monthly,Premium,Yes,Yes,7.0,0,763867
50873,40,32,1712.77,62109.87,0,1.0,15.78,1.4,1,Monthly,Premium,No,No,3.0,1,880343
50358,25,42,903.09,38302.39,2,7.89,9.52,0.16,2,Monthly,Basic,No,No,9.0,0,216513
50330,19,22,,26638.92,2,11.92,2.34,12.26,4,OneYear,Standard,No,Yes,10.0,0,322104
50729,30,3,1173.97,2702.57,3,11.79,0.6,0.91,2,TwoYear,Premium,No,Yes,6.0,0,127941
50860,43,29,2589.15,68500.38,3,10.66,5.25,0.62,5,Monthly,Basic,No,Yes,6.0,0,731695
50259,23,4,1123.44,-20611.53,3,18.14,2.98,3.33,1,Monthly,Premium,No,Yes,5.0,0,345139
50900,68,58,2570.81,135406.86,5,7.27,10.05,0.86,5,Monthly,Basic,No,No,9.0,0,560894
50924,48,27,1416.09,48971.17,5,9.28,1.46,1.17,3,OneYear,Premium,No,No,3.0,0,159727
51192,20,12,2318.41,87768.51,10,9.45,22.09,2.95,3,Monthly,Basic,No,No,8.0,0,361731
50622,66,46,1512.5,64220.27,2,10.37,0.42,12.13,2,Monthly,Basic,Yes,No,9.0,0,587403
50859,56,34,3172.48,115492.39,2,2.08,13.29,2.01,2,Monthly,Standard,No,No,8.0,0,236832
50526,43,44,3664.23,170896.7,6,8.38,3.87,11.62,2,TwoYear,Standard,Yes,Yes,1.0,0,837853
50843,31,12,1646.59,20921.03,1,16.74,0.94,5.01,1,Monthly,Standard,Yes,Yes,3.0,0,151866
50979,39,41,1608.92,80516.9,4,15.06,7.95,2.2,5,Monthly,Premium,No,Yes,10.0,0,395151
51175,50,39,2787.74,80204.5,3,15.13,12.57,5.16,2,TwoYear,Premium,No,Yes,5.0,0,393619
51160,43,44,928.62,64083.04,5,13.85,8.89,5.49,5,Monthly,Standard,No,No,5.0,0,267216
50441,40,3,2581.13,-7996.8,1,11.98,0.15,0.67,2,Monthly,Basic,No,No,8.0,0,712382
50532,47,43,1219.69,51549.66,4,5.51,2.29,0.32,3,TwoYear,Premium,No,Yes,,0,409589
50995,63,28,1934.05,61454.43,4,14.72,6.11,2.37,5,Monthly,Basic,No,Yes,6.0,0,793252
50229,19,29,2197.91,46931.26,1,7.45,,0.93,2,Monthly,Basic,No,Yes,,0,650621
51091,36,19,2031.05,,4,7.87,34.62,12.1,1,TwoYear,Standard,No,Yes,8.0,0,237791
50213,49,39,1307.0,38879.18,1,20.82,0.55,0.59,1,TwoYear,Basic,No,Yes,1.0,0,135931
50080,53,4,1379.32,-7704.25,3,19.18,2.06,0.66,1,Monthly,Standard,No,Yes,1.0,1,281652
50149,56,52,2167.05,116485.29,5,14.32,3.61,4.24,1,Monthly,Basic,Yes,No,4.0,0,445627
50738,49,6,1673.66,-16794.01,4,9.7,2.41,5.89,1,TwoYear,Basic,No,Yes,9.0,0,484405
50732,42,34,1804.81,60587.45,4,10.1,2.92,3.14,2,Monthly,Standard,Yes,No,1.0,0,256497
50611,65,4,1587.44,-12287.84,4,10.62,0.35,0.23,4,Monthly,Basic,Yes,No,7.0,0,965747
50134,61,7,892.54,9569.28,5,15.32,,5.44,5,TwoYear,Standard,No,No,1.0,1,813227
50808,35,28,1498.89,33663.1,0,21.93,,3.97,5,Monthly,Standard,No,Yes,8.0,0,677792
50409,40,5,1439.75,23217.59,6,6.51,0.33,13.37,4,TwoYear,Basic,No,Yes,6.0,0,969771
50696,65,15,2249.35,44052.04,3,18.45,1.78,0.32,5,TwoYear,Basic,No,Yes,10.0,0,130985
50508,43,59,1867.72,113582.02,4,3.64,1.33,8.48,2,OneYear,Basic,Yes,No,10.0,0,568523
50909,37,12,2160.53,10156.61,4,7.46,3.28,4.7,2,OneYear,Premium,No,No,3.0,0,806150
50505,46,48,1972.95,71684.6,2,9.98,2.67,9.55,3,Monthly,Standard,No,No,1.0,0,310790
50851,18,32,2473.0,76234.85,2,13.8,3.99,0.9,4,Monthly,Standard,Yes,Yes,,0,621272
50348,29,38,1827.01,54821.1,2,5.0,0.02,11.34,5,Monthly,Basic,No,Yes,8.0,0,303080
50387,63,53,,107287.4,6,19.53,2.49,7.73,1,Monthly,Premium,Yes,No,3.0,0,803129
50001,56,33,500.0,7721.84,2,12.8,4.63,3.8,5,OneYear,Standard,Yes,Yes,7.0,0,225640
50361,51,27,,73422.09,0,13.98,,0.28,2,Monthly,Standard,No,Yes,1.0,0,627056
51153,47,26,1870.36,30370.3,5,12.51,7.11,2.31,4,Monthly,Standard,No,Yes,3.0,0,629190
50476,33,8,2773.35,34138.9,3,16.97,8.92,1.87,5,Monthly,Standard,Yes,No,8.0,0,626700
50803,67,7,1109.25,15840.07,2,9.93,3.37,3.06,5,OneYear,Standard,No,No,8.0,0,498458
50779,54,14,612.03,8739.38,4,12.51,7.89,3.32,2,Monthly,Standard,Yes,Yes,5.0,0,836425
50173,30,49,1389.41,85085.1,7,8.85,9.87,5.0,2,Monthly,Standard,No,Yes,6.0,0,549135
50451,39,19,2136.04,46861.74,3,8.49,6.63,1.26,5,Monthly,Standard,Yes,Yes,9.0,0,286922
50126,29,41,1844.58,90600.94,2,17.89,7.25,11.63,5,TwoYear,Standard,No,No,4.0,0,677334
50662,62,59,1140.2,77064.13,7,10.66,24.23,0.32,1,OneYear,Basic,Yes,No,8.0,0,824002
50531,50,37,1742.15,84891.78,1,4.96,14.49,0.46,4,Monthly,Basic,No,Yes,7.0,0,710546
50091,62,54,990.28,144864.63,4,13.78,1.93,0.52,5,Monthly,Standard,Yes,Yes,1.0,0,860232
51181,50,17,1414.5,25564.7,1,8.86,12.46,1.35,3,TwoYear,Basic,No,Yes,8.0,0,461627
50182,23,56,3282.5,187238.38,3,17.9,27.93,1.68,3,Monthly,Standard,No,Yes,5.0,0,135389
51182,64,59,1081.65,55002.43,3,11.8,1.12,2.76,5,TwoYear,Standard,No,No,3.0,0,747333
50415,34,20,1482.07,49248.72,3,9.79,10.51,0.3,2,Monthly,Standard,No,No,8.0,0,703324
50252,23,24,,39536.62,2,10.23,1.71,1.28,1,Monthly,Standard,Yes,Yes,7.0,0,904656
50070,19,25,1617.02,28280.36,2,6.71,8.43,3.56,3,OneYear,Standard,No,No,7.0,0,565404
50132,54,38,2080.83,60633.43,3,21.72,6.89,2.94,3,TwoYear,Standard,No,Yes,4.0,0,448453
50301,49,53,500.0,24284.98,3,4.57,2.85,0.23,1,Monthly,Basic,No,Yes,3.0,0,219028
50842,38,52,1975.32,114771.58,4,10.19,11.3,7.82,1,Monthly,Premium,No,No,8.0,0,873969
50327,35,39,1238.26,65051.11,1,16.28,5.75,2.88,3,TwoYear,Basic,No,Yes,2.0,0,551048
51194,68,36,2095.86,77023.16,5,16.72,4.45,3.18,2,Monthly,Standard,No,No,1.0,0,737168
50500,18,15,,13189.99,6,3.92,7.01,2.02,2,OneYear,Standard,Yes,Yes,8.0,0,870931
50963,64,8,1965.61,23265.44,4,15.02,3.48,8.6,4,Monthly,Premium,No,Yes,8.0,0,894786
51071,28,25,2175.96,52222.46,3,11.06,4.08,1.64,5,TwoYear,Basic,Yes,No,10.0,0,878074
50496,65,22,1154.02,16254.18,5,12.06,0.25,6.93,2,Monthly,Standard,Yes,No,3.0,0,840425
50339,38,23,2224.99,,4,10.21,18.99,0.65,2,TwoYear,Premium,Yes,Yes,2.0,0,919537
50999,35,40,1942.31,94711.37,3,9.84,5.59,2.42,1,Monthly,Standard,No,No,2.0,0,865815
50165,54,20,2483.47,70129.55,2,5.46,22.22,4.96,2,Monthly,Standard,No,Yes,4.0,0,449204
50029,61,45,1706.49,77192.17,1,11.58,22.53,0.68,2,Monthly,Basic,Yes,Yes,2.0,0,847245
50517,64,18,1856.0,10778.71,3,13.93,2.06,4.08,5,OneYear,Basic,No,Yes,8.0,0,896470
50194,18,18,1856.89,35635.06,2,11.95,6.28,2.38,3,TwoYear,Basic,No,Yes,5.0,0,427940
50784,26,2,2312.85,21779.2,1,14.16,9.28,4.26,1,Monthly,Standard,Yes,Yes,9.0,0,577115
51117,30,4,1913.92,7105.35,1,2.05,1.56,10.99,2,Monthly,Basic,No,Yes,7.0,0,781608
50170,60,22,2194.34,53705.9,3,12.71,12.62,4.24,1,TwoYear,Standard,No,Yes,7.0,0,608864
50171,46,28,1029.45,,1,13.91,2.63,4.15,4,Monthly,Premium,Yes,Yes,3.0,0,700216
50174,49,7,1661.73,19808.15,3,14.87,1.15,1.72,4,Monthly,Standard,Yes,Yes,8.0,0,470209
50519,47,42,1234.11,37602.13,2,19.1,7.46,1.59,2,OneYear,Basic,No,No,5.0,0,464478
50953,43,22,1805.57,33172.54,2,1.0,7.61,7.53,2,OneYear,Premium,No,No,6.0,0,374243
51114,27,24,667.85,18098.9,2,11.92,5.18,6.07,1,OneYear,Premium,Yes,Yes,5.0,0,242267
50492,18,17,1175.28,14425.99,6,5.82,6.47,4.17,5,Monthly,Standard,Yes,Yes,9.0,0,201721
50074,46,60,649.38,48228.03,1,9.43,11.11,9.24,1,Monthly,Premium,No,Yes,2.0,0,665538
51028,39,49,1267.01,41226.38,5,19.14,1.0,10.29,2,TwoYear,Basic,Yes,No,7.0,0,974808
50588,43,1,985.77,-7808.95,1,12.76,,3.42,4,Monthly,Basic,Yes,Yes,1.0,0,214153
50235,50,24,1074.4,21112.71,2,6.1,7.52,4.67,5,Monthly,Standard,No,Yes,10.0,0,774276
50215,58,32,1861.03,60748.24,3,12.46,1.09,4.07,3,Monthly,Premium,No,Yes,4.0,0,111624
51195,25,45,1876.63,80442.98,4,9.01,8.06,5.49,5,Monthly,Standard,Yes,Yes,5.0,0,747348
50133,52,2,2149.75,1720.57,2,8.2,,0.23,3,TwoYear,Basic,Yes,No,6.0,0,636092
50802,47,30,2345.7,38398.91,3,12.41,4.12,7.63,1,OneYear,Premium,Yes,Yes,2.0,0,448535
50757,18,38,1901.41,69656.05,1,13.19,2.81,1.55,5,Monthly,Standard,Yes,No,9.0,0,298402
50975,52,25,2468.57,60326.34,1,9.3,3.72,1.89,2,Monthly,Basic,No,Yes,8.0,0,554146
50186,61,29,3162.58,99409.06,2,14.0,3.68,1.17,1,Monthly,Basic,No,Yes,7.0,0,335417
50042,54,2,1157.99,8796.27,4,7.83,4.02,6.14,5,Monthly,Standard,No,Yes,4.0,1,859990
50109,25,57,,20786.91,6,11.82,13.69,9.66,5,OneYear,Basic,Yes,No,10.0,0,788586
50880,68,27,1210.08,,1,16.09,4.53,2.85,2,TwoYear,Standard,Yes,Yes,8.0,0,575464
50569,50,46,2053.8,99293.51,3,5.3,18.19,0.05,5,Monthly,Basic,No,Yes,8.0,1,852185
51006,45,33,1811.82,63087.08,3,9.11,8.48,4.59,1,Monthly,Standard,No,Yes,6.0,0,959022
51033,66,6,579.31,34132.07,3,9.41,0.63,1.47,4,TwoYear,Standard,Yes,Yes,9.0,0,399812
51174,55,56,1596.6,59427.53,3,17.82,3.53,0.1,5,Monthly,Standard,Yes,Yes,7.0,0,339831
50484,45,41,2344.68,,4,5.33,1.87,1.32,4,Monthly,Basic,No,Yes,7.0,0,884751
50469,49,21,500.0,14483.31,5,17.16,3.67,0.87,3,TwoYear,Basic,No,Yes,7.0,0,943112
50025,38,13,1387.87,-1019.32,3,17.28,8.68,1.69,4,TwoYear,Basic,No,Yes,6.0,0,230752
50683,30,41,2099.82,95456.7,4,13.68,4.35,3.87,4,TwoYear,Basic,No,Yes,2.0,0,780077
51161,21,14,1302.94,35046.0,2,9.05,32.16,1.67,1,Monthly,Standard,Yes,Yes,5.0,0,927908
50778,45,2,1278.65,14775.19,2,14.85,0.68,2.77,3,Monthly,Premium,Yes,No,2.0,0,633697
51031,25,3,1185.06,2.63,2,10.38,1.85,5.68,3,OneYear,Premium,No,Yes,6.0,0,518656
50367,50,34,861.61,30474.56,3,19.23,0.19,3.31,2,TwoYear,Standard,No,Yes,4.0,0,804956
50870,34,29,1996.08,29443.43,2,17.81,9.09,0.17,2,Monthly,Basic,No,Yes,,0,990407
51120,37,20,1393.2,33066.02,2,13.58,39.89,1.38,3,Monthly,Basic,No,Yes,8.0,0,710603
50384,41,43,2204.54,93998.46,3,1.0,3.26,1.35,5,OneYear,Basic,Yes,No,9.0,0,998202
50455,59,59,3103.26,171329.44,2,10.92,9.32,4.73,5,OneYear,Premium,Yes,Yes,9.0,0,562294
50265,36,31,1542.94,47836.58,1,8.99,2.01,0.42,5,Monthly,Standard,No,Yes,1.0,0,621819
50786,37,13,2701.13,28375.6,5,11.72,15.59,0.33,3,OneYear,Standard,No,Yes,1.0,0,668324
51016,30,2,3272.66,1756.14,4,18.69,0.75,0.03,5,OneYear,Basic,Yes,No,1.0,0,506610
50445,19,44,500.0,7528.0,1,13.67,4.75,7.29,5,Monthly,Premium,No,Yes,5.0,0,454741
50396,20,36,2430.16,88990.15,4,8.34,13.68,1.48,4,Monthly,Basic,No,No,7.0,0,901586
51121,18,60,1818.68,100639.85,4,14.92,42.09,0.03,2,Monthly,Premium,No,Yes,10.0,0,176202
50177,39,13,1364.73,15520.96,4,8.14,23.89,9.13,5,Monthly,Standard,Yes,No,4.0,1,732402
50019,19,5,1833.87,30795.33,6,11.41,1.45,3.43,5,OneYear,Standard,Yes,Yes,4.0,0,324571
51063,54,14,1522.92,38431.61,3,11.56,0.04,2.25,2,TwoYear,Standard,No,Yes,10.0,0,916055
50844,26,7,2659.4,12569.67,5,15.37,14.58,5.29,2,TwoYear,Premium,No,Yes,3.0,0,953315
50596,67,50,1768.48,71612.03,2,13.42,11.46,0.28,3,Monthly,Standard,Yes,Yes,1.0,0,217037
50062,64,26,2048.89,53750.26,4,11.92,6.93,5.25,1,Monthly,Standard,No,No,6.0,0,209267
50273,58,23,2149.67,45413.61,2,20.63,4.13,0.04,4,OneYear,Standard,No,Yes,6.0,0,798035
51145,57,3,1242.68,7638.13,3,13.25,1.44,0.62,3,Monthly,Basic,No,Yes,4.0,1,208043
50279,18,29,1445.02,40320.67,2,13.03,5.31,2.38,1,Monthly,Basic,Yes,Yes,3.0,0,763497
51025,64,42,2552.62,116150.54,3,2.6,3.76,4.63,2,Monthly,Premium,No,Yes,3.0,0,834493
50695,25,9,1985.61,15269.64,3,5.72,,1.47,2,Monthly,Standard,No,No,4.0,0,102496
50369,65,45,2012.89,73515.9,6,4.14,8.5,4.49,2,OneYear,Standard,No,No,4.0,0,284605
50919,28,17,1225.83,28800.5,4,15.14,23.96,3.57,5,Monthly,Standard,No,No,8.0,0,454404
50849,30,47,1842.78,74376.63,2,11.59,18.52,2.97,5,OneYear,Basic,No,No,7.0,0,196441
50891,68,59,2616.06,163483.46,3,10.84,12.17,1.89,2,OneYear,Premium,Yes,Yes,10.0,0,295283
51005,54,33,500.0,16121.85,2,1.78,3.19,9.22,3,Monthly,Standard,Yes,Yes,5.0,0,871603
50799,42,48,515.04,32578.02,3,6.29,6.53,1.52,5,Monthly,Basic,Yes,Yes,10.0,0,244391
50548,33,33,1442.69,55537.61,4,15.01,7.53,0.15,5,Monthly,Premium,No,No,7.0,0,409494
50912,51,44,1384.31,51495.84,4,13.73,12.76,9.14,2,Monthly,Basic,Yes,Yes,9.0,0,989092
50689,19,9,1858.19,13395.88,4,10.63,12.8,0.35,5,TwoYear,Basic,No,No,5.0,0,667540
50933,49,24,1674.55,48936.17,6,11.29,3.1,4.71,1,Monthly,Premium,Yes,Yes,1.0,0,906418
50457,32,17,1555.27,,2,16.97,11.65,3.23,1,Monthly,Standard,No,Yes,5.0,0,744862
50394,40,40,2236.48,97194.91,4,9.48,2.56,2.76,4,Monthly,Basic,Yes,No,10.0,0,395645
50676,26,25,1864.31,40694.57,4,6.13,7.13,2.65,5,TwoYear,Standard,Yes,No,8.0,0,899529
50945,59,44,721.44,27942.39,3,13.31,3.36,1.41,3,OneYear,Basic,No,No,8.0,0,319979
51000,55,32,1600.72,32157.28,3,22.93,2.53,2.01,2,Monthly,Standard,No,No,3.0,0,608045
50376,45,26,2314.11,67581.47,4,7.75,10.12,5.2,4,OneYear,Standard,Yes,No,8.0,0,154711
50413,19,36,785.1,39864.74,3,1.66,9.64,2.03,5,Monthly,Standard,No,Yes,6.0,0,862343
50075,35,43,1180.39,64095.52,2,9.72,3.31,2.15,1,Monthly,Basic,No,Yes,3.0,0,473277
51141,29,51,1692.32,83496.39,7,20.13,13.63,2.39,1,OneYear,Standard,Yes,Yes,,0,560713
50894,55,19,2502.5,59223.39,4,6.1,19.95,7.75,3,TwoYear,Standard,No,Yes,10.0,0,276779
50501,33,53,1871.15,94618.15,1,13.86,8.9,1.83,3,Monthly,Premium,Yes,No,7.0,0,898609
50938,67,46,1265.6,66736.66,3,26.96,2.56,2.4,1,OneYear,Basic,Yes,Yes,10.0,0,474244
50617,41,43,1451.15,77054.12,2,19.96,4.54,4.93,4,Monthly,Basic,No,No,2.0,0,321996
50115,52,15,1706.01,4620.75,3,16.26,11.54,8.37,5,TwoYear,Standard,No,No,9.0,0,744426
50418,26,52,500.0,20094.28,1,9.24,16.63,2.67,3,OneYear,Standard,Yes,Yes,7.0,0,166920
50602,38,1,1613.16,4271.06,2,6.25,1.78,0.71,5,OneYear,Standard,No,Yes,8.0,0,405490
50605,54,15,1236.24,10733.6,4,15.21,4.64,0.77,4,TwoYear,Standard,No,Yes,,0,986090
50090,33,9,1786.05,8185.22,4,18.22,1.81,2.92,1,Monthly,Premium,No,Yes,6.0,0,602606
51168,25,45,3188.37,,1,16.48,17.61,1.57,5,Monthly,Premium,No,No,2.0,0,213195
50499,62,14,1431.75,36475.49,3,5.57,12.7,2.08,3,Monthly,Standard,No,Yes,9.0,0,238375
50908,34,24,2399.63,35679.36,3,11.39,18.4,0.57,1,Monthly,Premium,Yes,Yes,8.0,0,731256
50915,30,8,2209.15,,5,4.77,1.94,3.36,2,TwoYear,Basic,Yes,Yes,2.0,0,785752
50913,23,16,2287.97,50342.83,2,8.85,5.79,5.21,3,OneYear,Standard,Yes,Yes,9.0,0,354409
50012,28,27,1737.33,53863.74,2,7.02,13.26,1.05,4,OneYear,Standard,No,No,1.0,0,289684
50397,35,49,1364.34,80789.21,4,25.61,44.47,2.01,1,OneYear,Premium,Yes,No,6.0,0,619989
51123,26,50,1740.58,93743.78,3,4.46,10.36,11.82,5,Monthly,Basic,No,No,2.0,0,655997
50556,37,42,1777.66,66081.02,5,25.03,,0.84,3,TwoYear,Premium,No,No,9.0,1,814080
