EmployeeID,Age,Gender,Department,JobLevel,YearsAtCompany,MonthlyIncome,Overtime,WorkLifeBalance,DistanceFromHome,NumCompaniesWorked,TrainingHours,PerformanceRating,SatisfactionScore,Attrition,BadgeNumber
10620,42,Male,Finance,4,22,89628.0,Yes,Excellent,17,2,48.0,Average,1,No,165258
10621,47,Female,Finance,2,27,76400.0,No,Excellent,21,7,33.0,High,3,No,577049
10622,33,Male,IT,4,33,115091.0,No,Good,22,7,72.0,Average,1,No,700473
10623,53,Female,Marketing,3,14,68883.0,No,Poor,15,3,21.0,High,1,No,123719
10624,54,Female,IT,1,31,58457.0,No,Good,39,7,9.0,Average,10,No,474325
10625,55,Male,IT,1,25,48449.0,No,Good,39,4,54.0,Average,8,No,753708
10626,21,Female,HR,2,30,79911.0,No,Fair,32,4,44.0,High,1,No,690974
10627,41,Male,Marketing,2,18,46021.0,Yes,Good,4,2,50.0,Low,9,No,310909
10628,26,Male,Sales,4,8,,No,Good,44,6,55.0,High,2,No,259506
10629,48,Male,Marketing,1,28,61194.0,No,Fair,32,8,15.0,Average,9,No,857801
10630,37,Male,Finance,4,3,78979.0,Yes,Good,4,8,16.0,Low,7,No,644808
10631,25,Female,Sales,4,2,85035.0,No,Excellent,1,0,17.0,Average,9,No,419025
10632,51,Female,IT,1,28,44269.0,No,Fair,33,0,68.0,Low,3,No,390690
10633,25,Male,Marketing,4,10,90433.0,Yes,Excellent,7,9,12.0,Average,1,No,376126
10634,58,Female,IT,5,32,134473.0,Yes,Fair,9,4,69.0,Average,1,No,693739
10635,23,Female,Marketing,3,10,55909.0,No,Excellent,1,0,13.0,High,10,No,643924
10636,43,Male,Marketing,3,26,83426.0,No,Fair,16,3,6.0,Average,6,No,329292
10637,57,Female,IT,5,32,127760.0,Yes,Poor,18,0,17.0,Average,7,No,357701
10638,57,Male,HR,3,20,68282.0,Yes,Good,6,1,6.0,Average,9,No,813447
10639,30,Male,Marketing,2,30,70352.0,No,Good,2,1,72.0,Average,6,No,242029
10640,30,Female,IT,4,1,78439.0,No,Excellent,9,3,52.0,Average,5,No,398850
10641,39,Female,Sales,3,26,82854.0,No,Good,4,7,78.0,Average,2,No,741487
10642,37,Female,Sales,3,10,,Yes,Fair,23,1,7.0,High,2,No,461521
10643,41,Male,IT,1,17,39896.0,No,Good,43,8,72.0,High,8,No,687159
10644,34,Male,Marketing,3,0,53927.0,No,Good,43,8,10.0,Low,1,No,230448
10645,29,Female,Finance,1,34,163704.0,Yes,Fair,16,1,9.0,Average,8,No,686025
10646,21,Female,IT,4,34,,No,Good,39,0,7.0,Average,10,No,331568
10647,33,Female,Sales,2,30,62477.0,No,Good,25,9,14.0,Average,7,No,665263
10648,24,Female,Sales,1,27,50451.0,No,Excellent,16,9,47.0,Average,7,No,983796
10649,21,Male,Marketing,2,0,44312.0,No,Excellent,35,8,23.0,Average,5,No,205687
10650,52,Female,Sales,1,24,44115.0,Yes,Fair,17,1,18.0,Average,3,No,662227
10651,54,Male,Sales,3,19,72436.0,No,Good,18,7,25.0,Average,7,No,951491
10652,48,Male,Sales,4,2,,No,Good,27,2,47.0,High,7,No,632586
10653,51,Female,IT,4,1,74180.0,No,Good,15,0,32.0,Average,7,No,743290
10654,28,Female,Marketing,1,17,42872.0,Yes,Good,17,0,25.0,Low,2,Yes,819782
10655,59,Female,Sales,1,9,29030.0,No,,43,9,40.0,Low,3,No,106480
10656,46,Male,IT,4,4,62470.0,Yes,Good,5,1,28.0,High,3,No,866322
10657,54,Female,IT,4,8,88679.0,No,Excellent,16,6,58.0,High,4,No,954825
10658,23,Female,Marketing,2,1,49620.0,Yes,Excellent,15,5,42.0,Average,9,No,104349
10659,32,Male,Sales,2,33,83304.0,No,Excellent,42,1,21.0,Average,10,No,166964
10660,21,Female,IT,2,30,50766.0,Yes,Excellent,34,3,26.0,High,1,No,663779
10661,25,Male,HR,4,9,85506.0,Yes,Good,19,1,49.0,Average,7,No,487032
10662,50,Female,Marketing,3,11,64399.0,No,Fair,8,0,78.0,High,7,No,802138
10663,50,Male,IT,1,20,35494.0,No,Good,10,2,65.0,High,4,No,975131
10664,37,Female,Sales,1,5,24736.0,No,Poor,5,3,15.0,Average,1,No,783037
10665,43,Female,IT,4,2,73506.0,No,Good,26,9,65.0,Average,3,No,720728
10666,35,Male,Finance,1,9,31851.0,Yes,Good,22,4,42.0,Average,5,No,359360
10667,57,Male,Sales,2,4,41139.0,No,Good,44,4,70.0,Average,2,Yes,967686
10668,41,Female,Marketing,2,25,59275.0,No,Excellent,23,6,37.0,High,7,No,704633
10669,34,Male,Sales,1,20,38540.0,Yes,Excellent,13,9,47.0,High,10,No,244344
10670,22,Male,IT,1,25,43572.0,No,Fair,9,7,35.0,Average,10,No,242900
10671,31,Male,IT,4,25,91701.0,No,Good,20,8,39.0,Average,7,No,144431
10672,59,Male,Finance,4,7,72170.0,No,Good,28,6,41.0,Low,10,No,501072
10673,58,Female,HR,4,4,75533.0,No,Good,44,4,51.0,Low,5,No,635511
10674,54,Female,Marketing,4,14,97342.0,No,Good,37,8,27.0,Average,10,No,925845
10675,58,Male,Finance,2,15,,Yes,Good,24,7,40.0,Average,6,No,156822
10676,54,Male,IT,4,0,67455.0,Yes,Good,44,9,44.0,Average,1,No,659977
10677,38,Male,Finance,2,15,46912.0,No,Excellent,33,8,19.0,Low,4,No,566918
10678,50,Male,Finance,3,2,56583.0,Yes,,20,9,41.0,High,4,No,899069
10679,35,Female,Sales,5,30,133075.0,Yes,Fair,30,7,8.0,Average,8,No,622299
10680,47,Female,HR,1,12,44416.0,No,Good,44,5,26.0,High,2,No,801894
10681,54,Male,Marketing,2,15,55712.0,No,Good,9,3,26.0,Average,1,No,569456
10682,58,Male,Sales,2,20,60839.0,Yes,Fair,17,8,21.0,Average,7,No,960470
10683,53,Male,Finance,1,1,15939.0,No,Poor,36,8,76.0,High,6,No,901698
10684,44,Female,Marketing,1,26,46940.0,No,Good,14,9,42.0,Average,5,No,148068
10685,35,Male,Sales,4,25,105775.0,Yes,Good,19,9,28.0,Average,8,No,461769
10686,50,Female,IT,5,24,116910.0,No,Fair,7,8,10.0,Average,2,No,275428
10687,37,Male,IT,2,10,,No,,3,9,72.0,Low,2,No,448439
10688,25,Female,IT,1,7,26247.0,No,Good,33,2,10.0,Average,9,No,770406
10689,49,Male,Sales,1,7,22855.0,No,Fair,44,2,30.0,High,1,No,617062
10690,24,Female,Sales,4,32,109950.0,Yes,Poor,32,5,45.0,Low,6,No,649558
10691,30,Male,IT,2,6,31083.0,No,Excellent,11,5,79.0,Average,3,No,743981
10692,37,Male,Finance,2,20,63293.0,No,Poor,42,5,42.0,High,5,No,176342
10693,30,Male,Finance,2,7,58510.0,No,Excellent,2,4,47.0,Average,8,No,337838
10694,37,Female,IT,2,20,56687.0,No,Good,26,4,57.0,Average,7,No,482468
10695,40,Male,Sales,2,19,61043.0,No,Fair,4,1,19.0,Average,4,No,662276
10696,44,Female,IT,4,7,85509.0,Yes,,17,6,60.0,Average,8,No,224291
10697,25,Female,Sales,3,30,97681.0,Yes,Poor,17,3,60.0,Average,10,No,359357
10698,54,Male,Marketing,3,28,86014.0,Yes,Fair,28,2,35.0,Average,2,No,938611
10699,26,Male,Finance,2,8,34780.0,No,Fair,30,7,61.0,Low,7,No,660180
10700,22,Male,Finance,3,14,72403.0,Yes,Good,40,3,55.0,Average,5,No,216441
10701,33,Female,Marketing,3,29,89571.0,No,Fair,23,3,28.0,Average,6,No,522728
10702,31,Male,Sales,1,25,45926.0,Yes,Good,24,7,62.0,Average,3,No,290237
10703,43,Female,Finance,2,9,45998.0,No,Good,29,0,77.0,Average,10,No,468634
10704,36,Female,HR,1,28,52462.0,Yes,Fair,4,8,8.0,Average,7,No,236171
10705,51,Male,Marketing,4,15,92170.0,No,Poor,38,6,14.0,Low,7,No,415631
10706,31,Male,Sales,2,19,60718.0,No,Poor,29,1,67.0,High,2,No,195847
10707,36,Male,Finance,5,21,113893.0,No,Poor,19,5,77.0,Average,1,No,305160
10708,28,Male,Marketing,1,6,27505.0,No,Good,27,7,19.0,Average,10,No,190845
10709,24,Male,Sales,3,22,78689.0,No,Fair,29,4,,Average,2,No,412147
10710,24,Male,HR,3,28,91452.0,No,Good,36,5,23.0,Low,8,No,870907
10711,45,Female,Finance,3,15,68235.0,Yes,Good,35,9,67.0,Average,10,No,997724
10712,23,Female,IT,2,27,68838.0,Yes,Good,6,7,60.0,High,3,No,953318
10713,52,Female,Sales,2,30,62257.0,No,Good,23,5,25.0,High,4,No,308884
10714,23,Male,Sales,3,13,67380.0,No,Good,39,8,38.0,High,8,No,618979
10715,47,Female,Sales,1,32,59804.0,No,Fair,44,8,21.0,High,3,No,636027
10716,49,Female,Marketing,1,8,21397.0,Yes,Fair,8,8,22.0,High,6,No,973270
10717,52,Female,IT,2,26,65279.0,No,Good,2,5,70.0,Average,2,No,728322
10718,39,Female,Sales,2,23,49169.0,Yes,Fair,13,8,55.0,Average,3,No,374528
10719,41,Female,HR,1,12,24191.0,Yes,Good,40,2,69.0,High,1,No,264166
10720,25,Male,HR,1,25,41361.0,Yes,Good,21,4,47.0,Average,9,No,757480
10721,38,Male,Sales,1,28,52210.0,Yes,Good,31,1,61.0,Average,4,No,494209
10722,48,Female,IT,3,27,88400.0,Yes,Good,36,7,,Average,6,No,187295
10723,42,Female,HR,3,27,86063.0,No,Good,38,3,41.0,Average,7,No,904582
10724,41,Female,HR,4,7,78104.0,Yes,Good,27,5,52.0,Average,2,No,951113
10725,26,Male,Finance,5,22,114125.0,No,Good,36,5,73.0,Average,8,No,883329
10726,21,Male,Sales,2,28,73896.0,Yes,Good,23,4,60.0,Average,9,No,407532
10727,25,Female,IT,1,4,24076.0,No,Good,21,0,40.0,High,10,No,413260
10728,32,Male,IT,1,6,23196.0,No,Excellent,13,6,35.0,Average,2,No,286825
10729,46,Male,IT,1,26,56959.0,Yes,Good,37,9,59.0,High,5,No,987517
10730,54,Female,IT,4,1,84899.0,No,Good,26,7,42.0,Average,2,No,135673
10731,34,Male,IT,2,24,57325.0,No,Good,40,0,77.0,Average,5,No,763650
10732,46,Male,Marketing,1,8,30735.0,No,Good,7,9,19.0,Average,7,No,160123
10733,47,Female,IT,2,26,,Yes,Poor,39,6,20.0,Average,6,No,344636
10734,29,Male,IT,3,0,55681.0,No,Excellent,22,3,57.0,Average,4,No,903059
10735,46,Male,Finance,3,22,81092.0,No,Poor,39,5,60.0,High,2,No,611941
10736,42,Female,IT,1,9,28465.0,Yes,Good,23,8,11.0,High,7,Yes,173474
10737,50,Male,HR,5,24,121741.0,No,Good,30,4,61.0,High,10,No,814204
10738,37,Male,Sales,2,2,,No,Excellent,18,7,59.0,Average,9,No,687192
10739,46,Female,Sales,1,5,16531.0,No,Poor,42,4,56.0,Average,1,Yes,820065
10740,56,Female,Marketing,4,5,77841.0,No,Good,18,1,8.0,Average,3,No,203798
10741,21,Female,Finance,1,1,5583.0,No,Good,10,3,47.0,Average,7,No,168245
10742,28,Male,Marketing,4,17,91144.0,Yes,Fair,39,1,44.0,Average,9,No,258701
10743,55,Female,IT,5,22,110983.0,No,Poor,30,6,34.0,Average,5,No,473102
10744,35,Male,IT,3,1,57235.0,No,Good,26,6,14.0,Average,7,No,406330
10745,42,Female,Sales,3,11,57261.0,Yes,Good,7,2,11.0,Average,10,No,320693
10746,34,Male,IT,2,21,58126.0,Yes,Fair,7,6,40.0,Low,7,No,146537
10747,46,Female,IT,4,19,100599.0,Yes,Good,5,0,39.0,Average,4,No,392976
10748,48,Female,Marketing,2,23,59542.0,No,Good,1,0,43.0,Average,5,No,123472
10749,43,Female,Sales,3,19,65370.0,Yes,Good,18,8,40.0,Average,2,No,279922
10750,34,Female,IT,4,0,,No,Excellent,13,5,24.0,Average,8,No,215735
10751,44,Male,IT,5,0,86480.0,Yes,Good,25,4,53.0,Average,1,No,186298
10752,22,Female,IT,4,16,90084.0,No,,40,5,63.0,Average,2,No,633795
10753,46,Female,IT,2,0,31620.0,No,Excellent,8,5,,Average,3,No,306186
10754,34,Male,Finance,5,29,136646.0,No,Fair,10,0,30.0,High,7,No,679984
10755,27,Female,Sales,3,2,47051.0,No,Fair,32,4,40.0,Average,6,No,565463
10756,23,Male,Finance,4,10,101000.0,No,Good,17,8,47.0,Average,7,No,156373
10757,43,Female,IT,3,23,79256.0,No,Good,38,3,47.0,Average,5,No,640267
10758,38,Female,Marketing,2,21,62300.0,Yes,Good,15,2,37.0,High,4,No,508265
10759,58,Female,Finance,2,25,62551.0,Yes,Good,15,0,49.0,Average,7,No,945513
10760,55,Male,HR,2,12,46700.0,No,Good,40,1,49.0,High,3,No,124997
10761,35,Female,Sales,3,0,49291.0,No,Good,20,2,19.0,Average,10,No,811504
10762,45,Female,Marketing,2,23,67207.0,No,Fair,15,3,21.0,Average,7,No,312441
10763,57,Female,IT,2,9,38335.0,Yes,Excellent,35,6,16.0,High,2,Yes,710009
10764,48,Male,Marketing,2,34,78984.0,Yes,Fair,6,5,26.0,Average,8,No,646034
10765,30,Male,Sales,4,23,86493.0,Yes,Excellent,30,7,27.0,Average,6,No,842753
10766,59,Female,IT,2,27,70041.0,No,Fair,8,8,16.0,Average,3,No,371747
10767,37,Male,Finance,1,15,41094.0,No,Excellent,31,5,72.0,Average,3,No,439121
10768,59,Female,Marketing,1,15,28352.0,No,Poor,32,6,55.0,Average,5,No,104570
10769,42,Female,HR,1,16,123816.0,No,Fair,30,3,17.0,Average,3,No,787676
10770,46,Female,Finance,2,14,53108.0,No,Poor,18,1,61.0,Average,6,No,151604
10771,45,Female,IT,1,15,45590.0,No,Good,13,8,59.0,High,2,No,118467
10772,37,Female,Sales,1,14,29668.0,Yes,Excellent,24,8,32.0,Average,8,No,882693
10773,33,Female,IT,4,33,128495.0,No,Good,40,3,48.0,Average,9,No,964813
10774,40,Female,IT,4,10,69655.0,Yes,Excellent,14,2,23.0,Average,7,No,601062
10775,45,Male,Marketing,2,0,34022.0,Yes,Good,28,9,50.0,High,3,No,520159
10776,24,Male,IT,5,14,96608.0,No,,11,5,7.0,Average,10,No,301441
10777,30,Male,Sales,1,25,59106.0,No,Excellent,6,2,24.0,Average,4,No,336177
10778,23,Male,Sales,3,3,56029.0,No,Fair,25,0,29.0,High,10,No,884855
10779,38,Male,IT,3,4,57769.0,No,Good,1,3,79.0,High,2,No,103340
10780,56,Male,HR,2,34,79459.0,No,Excellent,25,0,60.0,Average,9,No,929964
10781,42,Male,Finance,2,12,50371.0,No,Excellent,2,1,65.0,Average,5,No,833208
10782,54,Female,HR,2,9,43237.0,No,Excellent,32,2,59.0,Average,2,No,857508
10783,28,Female,Marketing,2,10,40460.0,No,,13,7,39.0,Average,10,No,821535
10784,39,Female,Marketing,3,17,75411.0,No,Fair,33,9,63.0,High,6,No,289990
10785,57,Female,IT,1,33,59873.0,Yes,Excellent,32,3,43.0,High,7,No,144188
10786,26,Male,Marketing,1,22,48572.0,Yes,Good,24,3,61.0,Average,2,No,639499
10787,46,Male,Finance,1,6,36676.0,No,Excellent,27,9,71.0,Average,1,No,375640
10788,54,Female,IT,1,2,7357.0,Yes,Good,4,8,38.0,Average,7,No,980813
10789,26,Female,Sales,2,11,48793.0,No,Good,24,6,45.0,High,1,No,812608
10790,57,Male,IT,1,6,32350.0,Yes,Good,23,1,26.0,Average,3,No,599671
10791,53,Female,IT,4,25,101252.0,Yes,Fair,29,2,31.0,Average,4,No,850985
10792,42,Female,Marketing,1,32,42370.0,No,,34,3,25.0,Low,2,Yes,534361
10793,41,Female,IT,1,14,27053.0,No,Excellent,21,3,45.0,Average,7,No,990136
10794,26,Female,Marketing,3,1,57171.0,Yes,Excellent,30,9,35.0,Low,5,No,129672
10795,26,Male,IT,1,6,26953.0,No,Fair,26,7,31.0,High,1,No,181481
10796,24,Female,Sales,3,31,95235.0,No,Good,20,9,41.0,High,8,No,576454
10797,50,Female,Marketing,3,3,52913.0,Yes,Good,16,9,70.0,Average,10,No,305327
10798,31,Male,IT,1,19,42359.0,No,Good,3,5,58.0,Average,7,No,791387
10799,50,Male,HR,1,31,49524.0,No,Fair,37,2,13.0,High,4,No,529467
10800,51,Female,IT,2,27,69959.0,No,Excellent,40,8,46.0,Average,2,Yes,512619
10801,44,Male,Sales,1,12,32719.0,No,Good,44,9,40.0,Average,7,Yes,863423
10802,29,Female,IT,1,0,13074.0,Yes,Good,25,7,14.0,High,2,No,911582
10803,23,Female,IT,1,34,68149.0,Yes,Good,23,8,63.0,High,6,No,700050
10804,51,Male,IT,1,29,42566.0,No,,44,4,44.0,High,1,No,278012
10805,57,Female,Marketing,2,24,63950.0,No,Good,1,2,,Average,7,No,936908
10806,56,Female,IT,3,15,66942.0,No,Fair,33,3,43.0,Average,7,No,989140
10807,44,Female,Sales,3,18,86605.0,No,Fair,15,4,11.0,Low,4,No,338780
10808,51,Female,IT,1,0,21590.0,Yes,Good,17,8,8.0,Average,4,No,597457
10809,26,Male,Marketing,1,4,18904.0,No,Excellent,34,8,19.0,High,10,No,396346
10810,22,Male,Sales,4,21,95521.0,Yes,Good,17,2,52.0,Average,5,No,370873
10811,40,Female,Sales,2,23,74767.0,Yes,Fair,41,6,10.0,Average,2,No,648226
10812,48,Male,Sales,4,3,69922.0,Yes,Good,44,5,77.0,Average,9,No,858617
10813,31,Female,Sales,2,17,45813.0,No,Excellent,4,3,39.0,Average,10,No,175302
10814,24,Female,Finance,3,15,73746.0,Yes,Good,13,4,76.0,High,4,No,436064
10815,35,Female,Finance,2,17,58281.0,No,Excellent,4,9,75.0,Average,9,No,650050
10816,26,Female,HR,2,21,65196.0,No,Good,7,1,72.0,Average,3,No,784084
10817,50,Female,IT,2,1,41235.0,No,Good,9,6,62.0,Average,9,No,714874
10818,58,Male,HR,2,20,70624.0,No,,23,3,23.0,Average,1,No,120653
10819,22,Female,Marketing,1,28,41291.0,No,Fair,33,1,66.0,Average,7,No,768867
10820,35,Male,Marketing,2,25,58783.0,Yes,Good,33,5,75.0,Average,4,No,435058
10821,31,Male,HR,3,20,81973.0,No,Good,20,1,14.0,Average,7,No,273845
10822,28,Female,Marketing,4,16,84566.0,No,Excellent,4,9,29.0,High,10,No,473435
10823,46,Female,Finance,2,15,45260.0,No,Excellent,1,1,48.0,Average,6,No,135205
10824,25,Female,HR,2,30,83195.0,No,Fair,42,6,62.0,Low,4,No,898003
10825,26,Female,Sales,1,8,17880.0,No,Fair,34,0,29.0,Average,4,No,268392
10826,46,Female,IT,3,30,87892.0,No,Good,27,6,44.0,Low,8,No,216042
10827,24,Male,Finance,2,13,51243.0,No,Fair,21,9,74.0,Average,7,No,673141
10828,39,Female,Marketing,5,1,99054.0,No,Good,24,4,14.0,Average,4,No,261262
10829,40,Female,Finance,2,13,40387.0,No,Excellent,15,0,70.0,Average,6,No,218088
10830,53,Male,Marketing,2,32,76892.0,No,Excellent,35,5,29.0,High,6,No,713404
10831,40,Male,IT,3,34,89457.0,No,Good,25,6,,High,1,No,529738
10832,32,Female,Finance,4,19,98565.0,No,Excellent,9,0,15.0,High,2,No,565017
10833,21,Male,Finance,2,1,31759.0,No,Good,17,8,40.0,Average,4,No,144489
10834,46,Female,HR,2,18,67033.0,No,Fair,21,6,53.0,Average,6,No,360513
10835,34,Male,IT,5,17,104994.0,No,Good,13,0,52.0,High,6,No,608062
10836,58,Male,Finance,1,15,21228.0,Yes,Good,3,2,11.0,Average,1,No,757197
10837,57,Female,Sales,4,3,70866.0,No,Good,4,4,55.0,High,8,No,940195
10838,31,Male,Finance,1,11,29632.0,No,Fair,4,3,21.0,Low,2,No,182945
10839,56,Male,Sales,3,28,94094.0,Yes,Good,43,1,36.0,Low,5,Yes,681252
10840,33,Male,IT,3,6,53649.0,No,Good,28,0,30.0,High,4,No,230349
10841,23,Male,Finance,2,13,44168.0,No,Excellent,7,3,26.0,High,5,No,680686
10842,53,Male,Sales,4,11,90963.0,No,Good,26,6,17.0,High,5,No,969029
10843,26,Male,Sales,1,34,50548.0,Yes,Good,11,3,16.0,High,10,No,980954
10844,30,Female,IT,1,4,21726.0,No,Good,24,8,75.0,Average,8,No,677486
10845,25,Female,Marketing,2,16,54248.0,No,Fair,43,7,5.0,Average,10,No,447885
10846,43,Male,Sales,2,31,74505.0,No,Good,10,7,37.0,High,7,No,149427
10847,30,Female,Marketing,3,9,60300.0,Yes,Excellent,37,4,18.0,Average,9,No,762219
10848,22,Female,Sales,1,16,31638.0,No,Good,13,0,68.0,Average,1,No,407651
10849,33,Female,Marketing,1,4,24809.0,No,Excellent,44,8,47.0,Average,6,No,972933
10850,22,Male,Marketing,1,8,22224.0,No,Fair,42,1,62.0,Low,6,No,686858
10851,40,Female,IT,1,32,,No,Poor,39,5,45.0,Average,2,Yes,506070
10852,21,Male,IT,2,17,63766.0,No,Excellent,19,9,72.0,Average,8,No,788373
10853,57,Female,IT,3,8,66528.0,No,Excellent,19,4,43.0,High,6,No,393798
10854,29,Male,IT,4,28,116205.0,No,Excellent,12,9,5.0,Average,10,No,862744
10855,37,Male,Sales,4,13,92303.0,No,Good,22,7,45.0,Average,9,No,339779
10856,29,Female,Sales,1,24,39191.0,No,Excellent,37,2,49.0,Average,10,No,778414
10857,31,Female,Sales,2,14,53378.0,No,Excellent,30,5,17.0,Average,5,No,435872
10858,35,Male,IT,1,5,17906.0,Yes,,12,5,75.0,Average,7,No,160254
10859,44,Female,Sales,1,28,,No,Good,29,9,,Average,6,No,560936
10860,58,Female,IT,2,14,50116.0,Yes,Good,21,2,67.0,Low,5,No,800566
10861,55,Female,Marketing,1,28,57489.0,Yes,Excellent,11,6,27.0,Average,6,No,902713
10862,50,Male,HR,1,3,23249.0,No,Good,37,3,58.0,Average,4,No,892295
10863,51,Male,IT,4,17,,No,Good,18,4,51.0,Average,3,No,414347
10864,25,Female,IT,2,15,51105.0,No,Good,44,8,43.0,Low,1,No,568454
10865,34,Female,Finance,2,10,47142.0,No,Good,27,5,30.0,Average,1,No,398683
10866,31,Female,Marketing,1,13,23465.0,No,Good,37,9,5.0,Average,6,No,361137
10867,29,Male,Marketing,1,2,24679.0,No,Poor,12,3,18.0,Low,9,No,310144
10868,54,Male,Marketing,4,17,91027.0,No,Excellent,23,7,78.0,High,8,No,424582
10869,32,Female,Sales,1,19,32456.0,No,Good,34,8,69.0,Low,2,No,116077
10870,55,Female,Finance,2,24,56116.0,No,Good,38,9,73.0,High,9,No,486112
10871,55,Female,Finance,1,12,39003.0,No,Fair,23,4,,Low,8,No,655340
10872,21,Female,Sales,2,3,37315.0,No,,25,1,53.0,High,9,No,430099
10873,42,Female,Marketing,1,13,40742.0,Yes,Fair,4,5,54.0,Low,4,No,768878
10874,49,Female,Sales,4,32,119832.0,Yes,Good,30,7,62.0,High,9,No,762756
10875,28,Male,IT,4,27,110534.0,Yes,Poor,30,4,57.0,Average,2,No,184548
10876,31,Female,Sales,3,7,59199.0,Yes,Excellent,13,0,61.0,Average,1,No,271149
10877,57,Male,IT,1,33,42612.0,No,Fair,42,7,22.0,Average,9,No,111981
10878,34,Female,Finance,4,4,78677.0,Yes,Fair,14,8,20.0,Low,10,No,723277
10879,50,Female,IT,2,4,53349.0,Yes,Fair,8,0,6.0,High,8,No,692580
10880,55,Male,IT,2,30,71787.0,Yes,Poor,24,7,17.0,Low,7,No,426986
10881,41,Male,HR,3,8,51661.0,Yes,Good,18,9,49.0,High,8,No,847314
10882,57,Male,Finance,1,31,51150.0,Yes,Excellent,35,1,76.0,Low,1,No,383363
10883,25,Male,Sales,1,32,55297.0,No,Good,25,3,47.0,Average,9,No,997294
10884,39,Female,IT,3,2,49812.0,No,Fair,17,1,76.0,Average,10,No,137853
10885,34,Male,Marketing,1,29,37416.0,Yes,Fair,32,1,58.0,Average,9,No,236718
10886,46,Female,Finance,3,11,66612.0,No,Good,24,9,78.0,Average,9,No,809405
10887,24,Male,IT,2,28,64890.0,No,Excellent,7,2,35.0,High,6,No,277997
10888,45,Female,Finance,4,2,85036.0,Yes,Fair,13,7,13.0,High,4,No,274999
10889,45,Female,Finance,5,25,120606.0,No,Good,27,3,77.0,High,2,No,243063
10890,38,Female,Marketing,4,29,109617.0,No,Good,5,6,52.0,Average,4,No,576228
10891,28,Female,IT,1,8,26885.0,No,Fair,36,9,22.0,Average,7,No,135723
10892,59,Female,Sales,1,25,48562.0,No,Good,26,2,15.0,Average,1,No,780147
10893,34,Female,Sales,2,1,27286.0,Yes,Poor,42,9,66.0,Average,9,No,453837
10894,52,Male,HR,1,2,14159.0,No,Good,31,2,23.0,High,3,No,406935
10895,58,Female,IT,1,3,28131.0,No,Fair,10,1,78.0,Average,4,No,175171
10896,53,Male,Sales,2,24,66056.0,No,Good,26,5,28.0,Average,5,No,508148
10897,43,Male,IT,2,12,48008.0,Yes,Poor,22,5,17.0,Average,3,No,923343
10898,35,Female,HR,5,34,133717.0,No,Excellent,12,0,50.0,Average,4,No,620422
10899,53,Male,HR,1,22,47435.0,No,Fair,32,6,57.0,High,5,No,485602
10900,45,Female,Marketing,1,8,39545.0,No,Excellent,27,3,33.0,Average,1,No,468092
10901,37,Male,IT,1,1,20178.0,Yes,Excellent,33,2,40.0,Average,9,No,987733
10902,53,Female,Sales,4,30,101624.0,No,Excellent,20,7,75.0,High,10,No,465656
10903,22,Male,Finance,3,1,54505.0,No,Good,39,1,21.0,Average,10,No,503162
10904,34,Female,Sales,4,31,112845.0,No,Good,41,8,52.0,Low,4,Yes,447043
10905,59,Female,Finance,4,17,98373.0,No,,40,7,28.0,Low,9,No,245459
10906,26,Female,Finance,2,12,40709.0,No,Fair,13,7,58.0,Low,4,No,562357
10907,26,Female,HR,2,4,42322.0,No,Good,14,2,5.0,Average,1,No,936005
10908,23,Male,Finance,2,9,41416.0,No,Fair,44,3,71.0,High,5,No,739586
10909,27,Female,IT,3,24,79400.0,No,Excellent,40,1,10.0,Average,9,No,665693
10910,28,Male,IT,2,33,80675.0,No,Poor,22,1,59.0,Average,3,No,633440
10911,35,Male,Sales,2,29,75277.0,Yes,Good,18,3,42.0,High,5,No,329506
10912,49,Male,HR,4,6,75131.0,No,Good,29,5,37.0,High,3,No,528631
10913,53,Female,Marketing,5,5,95052.0,No,Good,43,4,,Average,3,No,589095
10914,50,Male,HR,3,2,53183.0,No,Good,16,0,24.0,Average,1,No,997007
10915,59,Male,IT,3,12,85750.0,No,Fair,35,9,59.0,Average,2,No,344085
10916,47,Male,IT,3,2,58070.0,No,Good,34,0,52.0,Low,2,No,999622
10917,56,Female,IT,1,25,42963.0,No,Fair,3,5,60.0,Average,9,No,729265
10918,49,Female,Sales,1,23,53533.0,Yes,Excellent,4,2,14.0,Average,7,No,525064
10919,58,Male,HR,3,5,68144.0,No,Good,5,2,56.0,Average,8,No,536610
10920,53,Female,Finance,3,11,77950.0,Yes,Excellent,10,6,54.0,Low,2,No,824625
10921,57,Female,Sales,1,1,31727.0,Yes,Poor,29,0,38.0,Average,9,Yes,131455
10922,47,Male,Sales,4,10,88246.0,No,Fair,32,0,40.0,Average,3,No,850708
10923,53,Male,Sales,1,33,55500.0,No,Fair,31,9,65.0,Average,10,No,428704
10924,24,Female,IT,1,25,46784.0,No,Poor,2,2,20.0,Average,2,No,978196
10925,42,Male,Marketing,3,17,72647.0,Yes,Fair,12,7,22.0,Average,1,No,598559
10926,22,Female,Sales,1,20,39577.0,Yes,Good,27,0,75.0,Average,9,No,247993
10927,30,Female,Sales,1,21,50639.0,No,Fair,5,9,51.0,Average,8,No,525395
10928,25,Female,HR,2,29,70804.0,No,Good,37,3,36.0,Low,4,No,202895
10929,30,Female,Finance,3,29,94628.0,Yes,Excellent,27,8,47.0,Average,7,No,807595
10930,53,Female,IT,2,7,48459.0,No,Good,23,3,44.0,High,3,No,787397
