,transfrom__WorkLifeBalance,transform_num__MonthlyIncome,Ordinal_Encoding__PerformanceRating,OneHot_Encoding__Department_HR,OneHot_Encoding__Department_IT,OneHot_Encoding__Department_Marketing,OneHot_Encoding__Department_Sales,OneHot_Encoding__Gender_Male,OneHot_Encoding__Overtime_Yes,remainder__Age,remainder__JobLevel,remainder__YearsAtCompany,remainder__DistanceFromHome,remainder__NumCompaniesWorked,remainder__SatisfactionScore,Attrition
419,3.0,43070.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,2.0,8.0,9.0,5.0,2.0,0
420,2.0,26914.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,1.0,14.0,5.0,6.0,2.0,0
421,2.0,109160.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,4.0,27.0,22.0,9.0,2.0,0
422,1.0,48111.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,55.0,1.0,23.0,31.0,9.0,8.0,0
423,2.0,114957.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,4.0,34.0,3.0,5.0,7.0,0
424,0.0,45573.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,2.0,21.0,30.0,0.0,1.0,0
425,2.0,100047.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,4.0,26.0,21.0,2.0,4.0,0
426,2.0,71414.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,3.0,18.0,35.0,0.0,4.0,1
427,3.0,61475.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,3.0,11.0,6.0,9.0,7.0,0
428,1.0,56308.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,19.0,28.0,8.0,2.0,1
429,0.0,11242.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,1.0,0.0,32.0,8.0,4.0,1
430,2.0,43291.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,1.0,20.0,42.0,4.0,1.0,0
431,2.0,76599.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,4.0,0.0,37.0,3.0,4.0,0
432,2.0,86882.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,33.0,4.0,9.0,25.0,8.0,1.0,0
433,1.0,72372.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,2.0,31.0,32.0,8.0,2.0,0
434,1.0,55195.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,51.0,1.0,21.0,35.0,2.0,2.0,0
435,2.0,63239.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,17.0,22.0,4.0,10.0,0
436,1.0,90590.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,3.0,31.0,24.0,2.0,3.0,0
437,3.0,64306.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0,2.0,26.0,39.0,9.0,8.0,0
438,2.0,94428.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,37.0,3.0,27.0,30.0,1.0,6.0,0
439,2.0,116445.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5.0,17.0,32.0,0.0,6.0,0
440,2.0,43137.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,28.0,31.0,9.0,9.0,0
441,2.0,59626.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,2.0,17.0,23.0,1.0,8.0,0
442,1.0,43473.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,46.0,2.0,7.0,40.0,7.0,2.0,0
443,3.0,66834.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,30.0,2.0,30.0,33.0,7.0,6.0,0
444,1.0,45724.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,46.0,1.0,33.0,25.0,2.0,1.0,0
445,2.0,23586.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,1.0,6.0,36.0,6.0,9.0,0
446,1.0,92326.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,4.0,17.0,24.0,6.0,4.0,0
447,2.0,55123.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,2.0,8.0,31.0,1.0,4.0,0
448,1.0,51343.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,2.0,8.0,39.0,8.0,9.0,0
449,1.0,76902.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,4.0,7.0,13.0,2.0,3.0,0
450,3.0,97136.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,56.0,3.0,34.0,10.0,1.0,5.0,0
451,1.0,43357.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,1.0,17.0,23.0,2.0,1.0,0
452,2.0,41315.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,41.0,2.0,4.0,18.0,1.0,6.0,0
453,3.0,48077.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,56.0,2.0,13.0,32.0,7.0,3.0,0
454,0.0,83206.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,3.0,27.0,33.0,4.0,1.0,0
455,2.0,91112.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,3.0,29.0,36.0,2.0,10.0,0
456,1.0,60077.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,3.0,3.0,28.0,4.0,6.0,0
457,0.0,57042.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,2.0,19.0,16.0,7.0,10.0,0
458,2.0,85085.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,55.0,4.0,24.0,16.0,6.0,2.0,0
459,3.0,42656.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,1.0,27.0,18.0,5.0,8.0,0
460,0.0,34918.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,1.0,11.0,8.0,0.0,2.0,0
461,2.0,24414.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,38.0,2.0,1.0,42.0,9.0,4.0,0
462,2.0,40705.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,59.0,1.0,13.0,16.0,0.0,3.0,0
463,3.0,49416.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,1.0,21.0,11.0,0.0,9.0,0
464,0.0,108246.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,4.0,30.0,6.0,9.0,2.0,0
465,2.0,101987.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,43.0,4.0,22.0,1.0,7.0,3.0,0
466,2.0,61972.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,52.0,2.0,19.0,12.0,7.0,7.0,0
467,2.0,20898.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,1.0,3.0,38.0,6.0,4.0,0
468,3.0,26556.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,1.0,14.0,28.0,5.0,6.0,0
469,3.0,51403.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,33.0,1.0,23.0,17.0,3.0,3.0,0
470,0.0,55243.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,1.0,24.0,1.0,0.0,1.0,0
471,2.0,64748.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,0.0,32.0,8.0,6.0,0
472,2.0,16732.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,1.0,6.0,8.0,0.0,4.0,0
473,1.0,71179.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,2.0,30.0,40.0,3.0,2.0,0
474,2.0,59626.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,11.0,43.0,2.0,7.0,1
475,2.0,77669.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,40.0,4.0,4.0,24.0,6.0,10.0,0
476,2.0,59626.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0,3.0,11.0,10.0,4.0,5.0,0
477,3.0,78925.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,17.0,39.0,4.0,6.0,0
478,0.0,64687.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,3.0,1.0,39.0,3.0,6.0,0
479,3.0,44359.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,9.0,10.0,0.0,9.0,0
480,2.0,37870.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,56.0,1.0,14.0,36.0,4.0,2.0,0
481,2.0,92512.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,3.0,29.0,25.0,3.0,6.0,0
482,3.0,59612.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,2.0,16.0,10.0,9.0,9.0,0
483,2.0,39971.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,2.0,3.0,19.0,7.0,4.0,0
484,2.0,26973.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,1.0,6.0,15.0,1.0,6.0,0
485,2.0,55734.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,27.0,1.0,30.0,16.0,7.0,7.0,0
486,2.0,71818.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,48.0,2.0,33.0,2.0,0.0,1.0,0
487,3.0,31451.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,34.0,2.0,5.0,29.0,3.0,5.0,0
488,3.0,86284.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,51.0,3.0,33.0,4.0,2.0,4.0,0
489,1.0,34174.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,1.0,14.0,29.0,4.0,10.0,0
490,1.0,46879.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,13.0,31.0,4.0,2.0,0
491,2.0,19293.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,1.0,5.0,17.0,4.0,2.0,0
492,0.0,65995.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,1.0,31.0,10.0,3.0,2.0,0
493,2.0,43553.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,32.0,2.0,2.0,27.0,7.0,7.0,0
494,1.0,18887.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,1.0,2.0,41.0,2.0,4.0,0
495,2.0,47232.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,41.0,1.0,21.0,15.0,3.0,6.0,0
496,0.0,58678.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,56.0,2.0,21.0,44.0,0.0,7.0,1
497,1.0,29464.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,1.0,9.0,31.0,6.0,9.0,0
498,2.0,23049.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,1.0,2.0,21.0,0.0,2.0,0
499,2.0,28694.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,1.0,11.0,41.0,1.0,10.0,0
500,3.0,47488.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,1.0,28.0,26.0,6.0,9.0,0
501,3.0,44543.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,34.0,1.0,16.0,38.0,0.0,5.0,0
502,2.0,64884.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,3.0,6.0,36.0,2.0,6.0,0
503,0.0,18872.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,1.0,12.0,17.0,5.0,6.0,0
504,3.0,15191.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,55.0,1.0,1.0,3.0,5.0,3.0,0
505,3.0,34912.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,43.0,2.0,3.0,14.0,5.0,10.0,0
506,3.0,61073.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,3.0,9.0,13.0,1.0,7.0,0
507,1.0,104774.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,4.0,23.0,41.0,1.0,7.0,0
508,3.0,73315.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,3.0,16.0,27.0,5.0,8.0,0
509,1.0,51662.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,32.0,3.0,5.0,1.0,9.0,5.0,0
510,2.0,55300.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,2.0,18.0,17.0,4.0,2.0,0
511,3.0,62050.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,3.0,4.0,34.0,6.0,3.0,1
512,1.0,71882.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,2.0,31.0,14.0,6.0,9.0,0
513,3.0,24931.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,58.0,1.0,9.0,17.0,4.0,6.0,1
514,1.0,29587.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,27.0,1.0,8.0,3.0,7.0,8.0,0
515,3.0,58909.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,33.0,1.0,26.0,34.0,9.0,8.0,0
516,1.0,89168.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,12.0,40.0,5.0,5.0,0
517,2.0,65405.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,2.0,18.0,25.0,4.0,1.0,0
518,0.0,74534.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,3.0,20.0,2.0,3.0,6.0,0
519,2.0,59626.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0,23.0,34.0,6.0,7.0,0
520,2.0,39428.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,2.0,3.0,26.0,3.0,9.0,0
521,2.0,46312.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,1.0,23.0,31.0,4.0,2.0,0
522,1.0,61443.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,1.0,34.0,9.0,4.0,2.0,0
523,2.0,68886.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,39.0,4.0,2.0,30.0,0.0,10.0,0
524,1.0,61483.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,28.0,3.0,3.0,20.0,0.0,1.0,0
525,2.0,59626.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,2.0,34.0,21.0,2.0,5.0,0
526,1.0,59626.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,4.0,30.0,29.0,2.0,2.0,0
527,3.0,59613.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,37.0,1.0,24.0,25.0,1.0,3.0,0
528,0.0,101339.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,5.0,12.0,38.0,1.0,2.0,0
529,1.0,59626.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,3.0,44.0,5.0,4.0,0
530,1.0,61789.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,13.0,25.0,0.0,3.0,0
531,2.0,36513.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,56.0,2.0,12.0,9.0,5.0,9.0,0
532,1.0,55957.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,1.0,26.0,39.0,4.0,10.0,0
533,2.0,27893.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,1.0,5.0,44.0,5.0,2.0,0
534,3.0,83042.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,39.0,3.0,16.0,26.0,4.0,7.0,0
535,2.0,105710.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,59.0,4.0,34.0,37.0,6.0,3.0,0
536,2.0,81907.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,47.0,3.0,16.0,16.0,0.0,10.0,0
537,0.0,14763.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,37.0,2.0,8.0,0
538,2.0,56728.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,12.0,12.0,5.0,4.0,0
539,1.0,18983.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,1.0,1.0,24.0,0.0,4.0,0
540,2.0,59626.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,59.0,1.0,27.0,26.0,6.0,9.0,0
541,2.0,84293.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,25.0,20.0,3.0,3.0,0
542,2.0,50163.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,2.0,21.0,9.0,2.0,7.0,0
543,2.0,1676.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,1.0,2.0,23.0,9.0,1.0,0
544,3.0,60059.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,40.0,1.0,34.0,39.0,8.0,7.0,0
545,1.0,101617.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,5.0,11.0,29.0,0.0,10.0,0
546,2.0,47989.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,1.0,23.0,31.0,7.0,2.0,0
547,1.0,39287.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,2.0,4.0,19.0,0.0,6.0,0
548,2.0,70908.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,19.0,20.0,4.0,9.0,0
549,3.0,33783.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,12.0,23.0,9.0,6.0,0
550,2.0,28518.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,1.0,11.0,43.0,7.0,3.0,0
551,2.0,52424.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,2.0,12.0,27.0,5.0,1.0,0
552,3.0,62227.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,45.0,3.0,9.0,30.0,6.0,4.0,0
553,2.0,74957.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,2.0,32.0,21.0,7.0,4.0,0
554,2.0,194085.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,58.0,3.0,15.0,88.0,5.0,8.0,0
555,2.0,130748.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,5.0,34.0,35.0,5.0,10.0,0
556,2.0,53532.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,3.0,2.0,7.0,5.0,10.0,0
557,1.0,34063.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,41.0,2.0,4.0,22.0,4.0,7.0,0
558,3.0,77854.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,25.0,10.0,7.0,10.0,0
559,2.0,59497.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,3.0,10.0,23.0,1.0,7.0,0
560,0.0,61241.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,31.0,3.0,6.0,15.0,6.0,7.0,0
561,2.0,41983.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,2.0,9.0,30.0,3.0,2.0,1
562,2.0,95382.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,56.0,3.0,33.0,34.0,0.0,9.0,0
563,1.0,59626.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,55.0,1.0,2.0,13.0,4.0,6.0,0
564,2.0,49442.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,2.0,7.0,4.0,2.0,2.0,0
565,3.0,66216.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,40.0,1.0,30.0,18.0,3.0,1.0,0
566,3.0,24962.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,1.0,10.0,23.0,6.0,1.0,0
567,3.0,32501.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,34.0,1.0,6.0,33.0,4.0,1.0,0
568,3.0,52908.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,3.0,1.0,34.0,3.0,4.0,0
569,0.0,51034.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,2.0,5.0,34.0,0.0,4.0,1
570,2.0,68330.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,1.0,31.0,36.0,5.0,9.0,0
571,2.0,57397.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,19.0,35.0,9.0,1.0,0
572,2.0,66478.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,2.0,33.0,17.0,5.0,3.0,0
573,2.0,41688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,15.0,28.0,6.0,3.0,0
574,2.0,84146.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,3.0,24.0,14.0,0.0,8.0,0
575,2.0,59626.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,3.0,11.0,34.0,3.0,2.0,0
576,3.0,59160.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,3.0,6.0,11.0,8.0,6.0,0
577,2.0,67893.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,16.0,13.0,9.0,4.0,0
578,2.0,54962.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,36.0,2.0,10.0,33.0,5.0,10.0,0
579,3.0,25918.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,1.0,5.0,2.0,1.0,6.0,0
580,2.0,35738.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,58.0,1.0,22.0,34.0,3.0,5.0,0
581,1.0,53321.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,32.0,1.0,26.0,29.0,5.0,9.0,0
582,2.0,98917.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,44.0,5.0,5.0,37.0,3.0,9.0,0
583,3.0,17248.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,1.0,1.0,4.0,9.0,1.0,0
584,2.0,52918.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,1.0,21.0,12.0,6.0,3.0,0
585,2.0,91090.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,4.0,19.0,26.0,2.0,1.0,0
586,2.0,99786.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,4.0,24.0,28.0,5.0,6.0,0
587,1.0,75411.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,3.0,14.0,3.0,3.0,3.0,0
588,3.0,52060.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,1.0,28.0,20.0,2.0,1.0,0
589,3.0,18093.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,1.0,7.0,10.0,2.0,6.0,0
590,1.0,75502.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,2.0,32.0,18.0,1.0,5.0,0
591,1.0,40713.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,1.0,21.0,27.0,2.0,8.0,0
592,3.0,27941.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,1.0,4.0,31.0,9.0,2.0,0
593,3.0,57307.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,47.0,2.0,17.0,27.0,0.0,8.0,0
594,3.0,107367.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,4.0,29.0,42.0,2.0,5.0,0
595,3.0,65710.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,2.0,30.0,1.0,8.0,8.0,0
596,2.0,63419.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,3.0,9.0,6.0,3.0,10.0,0
597,2.0,76620.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,40.0,3.0,14.0,11.0,2.0,4.0,0
598,2.0,33740.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,17.0,34.0,7.0,4.0,0
599,0.0,80204.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,48.0,3.0,22.0,39.0,0.0,10.0,0
600,2.0,50781.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,1.0,32.0,20.0,4.0,4.0,0
601,2.0,28896.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,33.0,1.0,15.0,21.0,0.0,6.0,0
602,2.0,94290.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,3.0,34.0,21.0,6.0,4.0,0
603,2.0,58642.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,1.0,33.0,18.0,4.0,9.0,0
604,2.0,134363.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,5.0,27.0,21.0,1.0,9.0,0
605,1.0,16467.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,1.0,1.0,19.0,0.0,3.0,0
606,1.0,59626.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,3.0,29.0,4.0,6.0,7.0,0
607,1.0,42899.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,2.0,12.0,13.0,0.0,5.0,0
608,1.0,39673.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,1.0,15.0,18.0,2.0,9.0,0
609,3.0,25188.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,4.0,29.0,5.0,2.0,0
610,1.0,95330.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,3.0,27.0,25.0,5.0,3.0,0
611,1.0,101469.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,4.0,19.0,13.0,6.0,10.0,0
612,2.0,101708.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,4.0,23.0,27.0,0.0,5.0,0
613,2.0,64379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,26.0,19.0,6.0,5.0,0
614,1.0,90028.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,29.0,1.0,1.0,10.0,0
615,2.0,84533.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,3.0,26.0,38.0,5.0,7.0,0
616,2.0,89720.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,3.0,25.0,19.0,7.0,8.0,0
617,1.0,48157.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,2.0,6.0,1.0,4.0,8.0,0
618,1.0,57021.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,3.0,4.0,40.0,9.0,1.0,0
619,3.0,89628.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0,4.0,22.0,17.0,2.0,1.0,0
620,3.0,76400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,27.0,21.0,7.0,3.0,0
621,2.0,115091.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,4.0,33.0,22.0,7.0,1.0,0
622,0.0,68883.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,3.0,14.0,15.0,3.0,1.0,0
623,2.0,58457.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,1.0,31.0,39.0,7.0,10.0,0
624,2.0,48449.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,55.0,1.0,25.0,39.0,4.0,8.0,0
625,1.0,79911.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,30.0,32.0,4.0,1.0,0
626,2.0,46021.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,41.0,2.0,18.0,4.0,2.0,9.0,0
627,2.0,59626.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,4.0,8.0,44.0,6.0,2.0,0
628,1.0,61194.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,48.0,1.0,28.0,32.0,8.0,9.0,0
629,2.0,78979.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,4.0,3.0,4.0,8.0,7.0,0
